test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Nature,1,Mollusks,"Mollusks, Echinoderms, Cnidarians",5,"The clues are highly specific and directly descriptive of mollusks without using any forbidden words. They cover various aspects like morphology, habitat, locomotion, and feeding, providing strong evidence for the correct answer.",1,"These clues are too vague and could apply to a vast array of aquatic life, not just the specific incorrect choices provided. They don't create productive ambiguity among the given options.",5,"These clues are excellent misdirection. Radial symmetry is a hallmark of Echinoderms, and stinging cells (cnidocytes) are a defining characteristic of Cnidarians, directly pointing players away from Mollusks.",,2,"The informed clues are very strong, and the fake clues are highly specific to incorrect answers. This makes the puzzle relatively easy to solve for someone with basic biological knowledge.","The informed clues are well-crafted and highly specific to the answer. The fake clues are excellent misdirection, targeting specific incorrect answers. The misinformed clues are too general and do not contribute to ambiguity among the given choices. The difficulty is low due to the strength of the informed and fake clues.",14,14,100%,15.6
6,Nature,2,Snails,"Octopus, Snails, Clams",5,"Clues are highly specific to snails and avoid any overlap with octopuses or clams. They cover distinct aspects like movement, shell, habitat, diet, and reproduction, providing a strong basis for identifying snails without explicitly naming them.",2,"The misinformed clues are too general and don't create productive ambiguity. 'Aquatic animals' is true for octopus but not snails or clams. 'Need for sustenance, engaging in growth and reproduction' is true for all three. The lack of shared factual truth for all options makes them ineffective for misdirection.",5,"These clues are excellent misdirection. 'Intelligence and behaviors, including camouflage skills' strongly points to octopus. 'Regenerate lost body parts' also strongly suggests octopus. They completely avoid any connection to snails.",,3,"The informed clues are very strong, making the correct answer identifiable. However, the fake clues are highly effective at misdirecting to the octopus, and the misinformed clues are weak, which balances the difficulty to a moderate level. A player needs to carefully parse the informed clues while resisting the strong pull of the fake ones.","The informed clues are excellent, precise, and descriptive. The fake clues are highly effective at misdirecting to the octopus. The misinformed clues are the weakest part, lacking the necessary shared factual truth for all options to create ambiguity.",14,14,100%,15.8
7,Nature,1,Arachnids,"Arachnids, Insects, Myriapods",5,"The clues are highly specific and descriptive, directly pointing to arachnids without using any forbidden terms. They cover a range of distinct characteristics such as leg count, silk production, venom, body segmentation, habitat, social behavior, molting, pedipalps, respiratory systems, and diet. Each clue offers a unique angle that, when combined, strongly identifies the correct answer.",2,"The misinformed clues are too general and don't effectively create ambiguity. 'Invertebrates, lacking a backbone' and 'exoskeletons' are true for arachnids, insects, and myriapods. However, they lack any specificity that would cause confusion between the choices. They are factually true for all but offer no productive ambiguity.",1,"The fake clues are completely ineffective. 'Complex social structures, living in colonies with specialized roles' strongly points to insects (like ants or bees) and not arachnids or myriapods. 'Undergoing a process of change' from youth to adulthood is a defining characteristic of insects (metamorphosis) and not typically how arachnids or myriapods develop. These clues do not point to any incorrect choice plausibly and actively misdirect away from the correct answer.",,2,"The informed clues are very strong and specific, making it relatively easy to identify the correct answer once all clues are considered. The misinformed clues are too vague to be distracting, and the fake clues actively point away from the correct answer. The difficulty is low due to the quality of the informed clues.","The informed clues are excellent and highly specific. However, the misinformed and fake clues are weak and do not contribute to productive ambiguity or effective misdirection. The fake clues are particularly problematic as they describe characteristics of insects, not arachnids or myriapods, and therefore do not serve their intended purpose of misdirection.",15,15,100%,16.3
7,Nature,2,Spiders,"Spiders, scorpions, Mites",4,Clues are generally specific to spiders and avoid answer contamination. ,2,The clues are too general and don't create productive ambiguity. 'Invertebrates' and 'exoskeletons' apply to all three choices. 'Variety of habitats' is also too broad. The clues do not effectively point to the correct answer or mislead away from it.,5,"These clues strongly and plausibly describe scorpions (segmented bodies, metamorphosis is less typical for scorpions but some might consider larval stages in a broad sense, or it might be a general invertebrate clue). They effectively misdirect away from spiders and mites.",,3,The informed clues are strong and point to the correct answer. The fake clues provide good misdirection to incorrect answers. The misinformed clues are weak and don't add much to the difficulty.,The informed clues are well-crafted and specific to the answer. The fake clues are excellent for misdirection. The misinformed clues need to be more ambiguous and shared across all options to be effective.,14,14,100%,16.0
8,Nature,1,Reptiles,"Reptiles, Amphibians, Fish",5,"Clues are specific to reptiles, using descriptive language that avoids answer contamination. They cover various aspects like thermoregulation, physical characteristics, habitat, life cycle, and evolutionary history. The clues are distinct and offer multiple angles to identify the correct answer.",2,"These clues are too vague and do not create productive ambiguity. While factually true for reptiles, they are also overwhelmingly true for amphibians, making them not maximally ambiguous. They lean too heavily towards being true for a broader category rather than creating confusion between reptiles and fish/amphibians specifically.",5,"These clues are highly effective at misdirecting to 'Fish' and to some extent 'Amphibians'. They describe aquatic adaptations and roles in food chains, which are not primary characteristics of reptiles as a whole, thus strongly pointing away from the correct answer.",,3,"The informed clues are strong and specific, while the fake clues provide good misdirection. However, the misinformed clues are weak and do not add to the intended ambiguity, making the overall difficulty slightly easier than a perfect 3.","The informed clues are excellent and very specific to reptiles. The fake clues are highly effective at misdirecting towards fish. The misinformed clues are the weakest part, being too general and not effectively creating ambiguity between the choices.",14,14,100%,15.9
8,Nature,2,crocodiles,"lizards, Crocodiles, Turtles",5,"The clues are highly specific to crocodiles without using the word or its direct synonyms. They highlight unique characteristics such as ambush hunting, powerful jaws, armored skin, parental care, ancient lineage, thermoregulation, ecological role, food scarcity survival, and submersion tactics, all of which strongly point to crocodiles.",1,"These clues are far too vague and do not meet the criteria of being true for *all* incorrect answers. For example, 'cold-blooded and are often found in warmer, sunny environments' is true for lizards and turtles, but 'often found in various habitats, including both water and on land around the world' is also true for lizards and turtles. The problem is that these clues are not *maximally* ambiguous as required, and they don't create productive confusion because they are so generic.",5,"The fake clues are excellent at misdirection. 'Vibrant colors and ability to change hues' strongly points to some lizards. 'Ability to climb trees' also strongly points to lizards, and potentially some turtles to a lesser extent, effectively drawing attention away from crocodiles.",,3,"The informed clues are strong, and the fake clues provide good misdirection. The misinformed clues are weak, which slightly lowers the difficulty. However, the overall balance of good informed and fake clues makes it a moderately challenging puzzle.","The informed clues are excellent and highly specific to the correct answer without being obvious. The fake clues are very effective at misdirecting players towards lizards. The misinformed clues are the weakest element, failing to meet the strict criteria of being true for all incorrect options and thus not creating productive ambiguity. If the misinformed clues were improved to be truly shared truths among lizards, turtles, and crocodiles, the difficulty and overall quality would be higher.",14,14,100%,16.0
9,Nature,1,Cnidarians,"Cnidarians, Echinoderms, Worms",5,"The clues are highly specific and descriptive, using precise biological terminology and characteristics that uniquely identify Cnidarians. They avoid any answer words or synonyms. The clues cover various aspects like specialized cells, body plan, life stages, diversity, ecological roles, regeneration, body composition, and nervous systems, all of which are accurate and distinguishing.",1,"These clues are too general and do not meet the critical requirement of being factually true for ALL incorrect answers while also being true for the correct answer. For example, 'multicellular organisms, with specialized cells and tissues' is true for Echinoderms and Worms, but the clue about 'various aquatic environments' is not universally true for Echinoderms (some are found in intertidal zones) or Worms (many are terrestrial). The clues are not productively ambiguous and fail to create confusion between the options.",5,"These clues are highly effective at misdirecting to 'Worms'. The mention of 'segmented bodies' and 'complete digestive system with a mouth and an anus' are defining characteristics of many types of worms (e.g., annelids) and are completely absent in Cnidarians. This provides strong, plausible misdirection.",,3,"The informed clues are strong and specific, making the correct answer identifiable for someone with some biological knowledge. The fake clues are very effective misdirection towards 'Worms'. The misinformed clues are too vague to be effective. The difficulty is moderate due to the strong informed clues and effective fake clues.","The informed clues are excellent, providing precise and distinguishing information. The fake clues are highly effective for misdirection. The misinformed clues need significant revision to be productively ambiguous and universally true for all choices.",14,14,100%,17.1
9,Nature,2,Jellyfish,"Jellyfish, Sea anemone, Corals",5,"Clues are highly specific to jellyfish, using descriptive language that avoids direct naming or synonyms. They cover various aspects like physical form, behavior, and life cycle.",1,"The misinformed clues are not factually true for all choices. 'Aquatic animals in various saltwater habitats' is true for all, but 'radial symmetry body plan' is also true for sea anemones and corals, making it a poor misinformed clue as it doesn't create ambiguity beyond the obvious shared trait. The requirement for all misinformed clues to be true for ALL incorrect answers is not met effectively here.",5,"These clues are excellent misdirection. The first clue points strongly to corals ('hard, external skeleton made of calcium carbonate'). The second clue points strongly to sea anemones (or even a more complex organism than jellyfish, implying a 'complex brain'). Neither applies to jellyfish.",,4,"The informed clues are very strong and specific, making the correct answer relatively easy to identify if one knows these facts. However, the fake clues are highly effective at misdirecting players towards incorrect answers, increasing the overall difficulty for someone trying to deduce the answer solely from the misinformed clues. The gap between the informed and fake clue quality suggests a challenging game.","The informed and fake clues are of high quality and serve their intended purposes well. The misinformed clues fall short of the strict requirements, being too general or not universally applicable to all incorrect choices as intended for maximal ambiguity. This leads to a high difficulty level due to the strong misdirection from fake clues, despite the clear informed clues.",14,14,100%,17.9
10,Nature,1,Herbs,"Shrubs, Herbs, Trees",5,"The clues are very specific and descriptive, avoiding any answer words or synonyms. They highlight culinary uses, physical characteristics (small, non-woody stems), aromatic qualities, and medicinal properties, all strongly pointing to 'Herbs'.",5,"These clues are perfectly ambiguous. All plants participate in photosynthesis, and all plants require water, sunlight, and soil. This applies equally to Shrubs, Herbs, and Trees, fulfilling the requirement of being true for all choices.",5,"These clues are excellent misdirection. They describe large, woody, long-lived plants with trunks and crowns, which are defining characteristics of 'Trees' and to some extent 'Shrubs', effectively steering the player away from the correct answer 'Herbs'.",,3,"The informed clues are very strong for the correct answer, while the fake clues are very strong for an incorrect answer. The misinformed clues are perfectly ambiguous. This balance provides a good challenge.","This set of clues is well-constructed. The informed clues are specific and accurate for 'Herbs'. The misinformed clues are perfectly general, applying to all options. The fake clues effectively misdirect towards 'Trees'. The difficulty level is appropriate.",14,14,100%,16.4
10,Nature,2,Mint,"Basil, Mint, coriander",5,"Clues are highly specific to mint, covering its uses in beverages, desserts, savory dishes, its refreshing taste, association with freshness, essential oils with cooling properties, and rapid growth. No answer contamination or obvious synonyms used.",2,"These clues are too vague and could apply to almost any herb or plant used in cooking. While factually true for mint, they are also true for basil and coriander to a very high degree, making them somewhat ambiguous but not productively so. They don't offer enough shared characteristics to create genuine confusion for a discerning player.",5,"These clues are excellent misdirection. The first clue points strongly to basil ('spice in various dishes, adding a unique flavor profile'). The second clue points strongly to coriander ('used in sauces and stews, providing a savory element'). Neither clue is remotely applicable to mint.",,3,The strong 'informed' clues and the highly effective 'fake' clues balance out the weakness of the 'misinformed' clues. A player would need to carefully distinguish between the specific details of the informed clues and the deceptive but plausible statements of the fake clues.,"The informed clues are excellent and highly specific. The fake clues are very effective at misdirecting towards the incorrect options. The misinformed clues are the weakest part, being too general, but the overall puzzle is well-constructed.",14,14,100%,16.4
