test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Sports,1,Motor sports,"Physical sports, Mind sports, Motor sports",5,"The clues are highly specific to motor sports, using descriptive language that directly relates to the category without using the answer word or obvious synonyms. They cover various aspects like speed, vehicles, engineering, and sensory experience.",1,These clues are too vague and do not create productive ambiguity. They are true for almost any competitive activity and do not intersect with motor sports or the other choices in a way that generates confusion. They are essentially useless for the game.,5,"These clues are excellent misdirection. The first clue strongly points to 'Mind sports' by mentioning 'mental acuity,' 'strategic planning,' and 'quiet setting.' The second clue effectively misdirects to 'Physical sports' with 'physical exertion' and 'coordinating movements.' Neither clue relates to 'Motor sports'.",,3,"The informed clues are strong enough to point towards the correct answer, and the fake clues provide significant misdirection to the incorrect choices. The misinformed clues are too weak to impact difficulty. This creates a balanced challenge.",The informed clues are excellent and highly specific to 'Motor sports.' The fake clues are very effective at misdirecting to 'Mind sports' and 'Physical sports.' The misinformed clues are too general and do not contribute to the game's ambiguity. The difficulty is well-balanced due to the quality of the informed and fake clues.,15,15,100%,16.3
6,Sports,2,Formula One,"Formula One, Kart Racing, Powerboating",4,"The clues are generally good and specific to Formula One without using direct answer words. They cover various aspects like vehicle design, global circuits, driver fitness, championship structure, engineering, pit stops, technological advancements, aerodynamic design, and media coverage. There's a good diversity of angles.",2,"These clues are too general. 'Vehicles racing against each other on a closed circuit, aiming for the fastest time' and 'athletes and machines, striving for victory in each event, pushing limits in all situations' could apply to almost any form of racing, including karting and powerboating, making them not productively ambiguous but rather too broad.",5,"These clues are highly effective at misdirecting. 'Boats compete on the water...' directly points to Powerboating, while 'Competitors use specially designed vehicles in races, showcasing their abilities on various tracks and courses' is general enough to fit Kart Racing but also Powerboating, effectively steering away from Formula One.",,3,"The informed clues are specific enough to point towards Formula One for someone familiar with the sport, but the misinformed and fake clues are either too vague or too misleading, potentially making it challenging for a novice. The balance is about right for a moderate difficulty.","The informed clues are well-crafted and descriptive. The misinformed clues lack the necessary ambiguity to be truly effective, being too general. The fake clues are excellent at misdirection. The difficulty is moderate due to the strong fake clues.",14,14,100%,15.9
7,Sports,1,Combat sports,"Combat sports, Ball games, Esports",5,"The clues are highly specific to 'Combat sports' without using any forbidden words or synonyms. They cover various aspects like physical prowess, strategy, intensity, rules, and history uniquely associated with combat sports.",1,"These clues are too specific to 'Ball games' or 'Esports'. For instance, 'follow a strict set of rules' is true for all, but 'high level of physical fitness' is less applicable to Esports. They do not create productive ambiguity as they lean too much towards specific types of sports.",5,The first fake clue strongly points towards 'Esports' or 'Ball games' by mentioning 'Teamwork and coordination' and 'common goal'. The second clue is a clear misdirection towards 'Ball games' by mentioning 'guiding a ball into a designated area' and 'exceeding the competitor's final score'. Neither clue relates to 'Combat sports'.,,3,"The informed clues are very good and specific, making the correct answer clear for someone familiar with the categories. The fake clues are also well-crafted to misdirect. The misinformed clues are weak and don't add much to the ambiguity, which slightly lowers the difficulty.","The informed clues are excellent and precisely target 'Combat sports'. The fake clues are effective misdirections towards 'Ball games' and 'Esports'. The misinformed clues are too specific and do not create the desired ambiguity. The overall balance is good, leading to a moderate difficulty.",15,15,100%,16.7
7,Sports,2,Taekwondo,"Karate, Judo, Taekwondo",4,"The clues effectively highlight the unique aspects of Taekwondo, particularly its emphasis on kicks and dynamic movements. There's good variety in the descriptions, covering technique, philosophy, and practice. No obvious answer contamination.",3,"These clues are factually true for all martial arts listed, including Karate, Judo, and Taekwondo. They are general enough to be plausible for each but don't offer specific distinguishing features, creating the intended ambiguity.",5,"These clues are highly effective at misdirecting players towards a team sport like soccer or basketball, completely avoiding any connection to martial arts. They strongly point to incorrect choices by describing an entirely different domain.",,3,"The 'informed' clues provide solid hints for Taekwondo, while the 'misinformed' clues create a layer of ambiguity that requires careful consideration. The 'fake' clues are clearly misleading. This balance makes for a moderately challenging game.",The informed clues are well-crafted to point to Taekwondo without being overly explicit. The misinformed clues are appropriately general. The fake clues are excellent at misdirection. The game feels balanced.,14,14,100%,16.3
8,Sports,1,Esports,"Combat sports, Ball games, Esports",5,"The clues effectively describe the core aspects of esports, focusing on virtual arenas, skill, strategy, digital interfaces, broadcasts, and professional aspects. They are specific enough to point directly to esports without being overly broad.",1,"These clues are too general and could apply to almost any competitive activity. They do not create productive ambiguity for the given choices because they are so broad. For example, 'This activity involves competition and skill, often with defined rules and objectives for participants to follow' is true for combat sports, ball games, and esports.",5,"These clues are highly effective at misdirecting towards 'Combat Sports'. They focus on 'physical strength', 'endurance', 'intense training', and 'physical arena', which are all key characteristics of combat sports and completely absent in esports.",,3,"The informed clues are strong, and the fake clues are very deceptive. The misinformed clues are weak, which slightly lowers the difficulty. However, the strength of the fake clues and the specificity of the informed clues create a good balance.",The informed clues are excellent and accurately describe esports. The fake clues are exceptionally well-crafted to misdirect towards combat sports. The misinformed clues are too vague and fail to create any meaningful ambiguity. The difficulty is moderate due to the strong informed and fake clues.,15,15,100%,16.4
8,Sports,2,League of Legends,"League of Legends, Dota 2, Valorant",5,"The clues are highly specific to League of Legends, using terms like 'nexus' and highlighting the core gameplay loop of destroying the enemy base while defending structures. They avoid generic descriptions and focus on unique aspects of the game. No answer contamination or synonyms were used.",1,"These clues are too vague. While factually true for League of Legends, they are also completely true for Dota 2 and Valorant. They offer no productive ambiguity and are essentially generic descriptions of competitive team-based games. They fail the critical requirement of being true for ALL incorrect answers without providing any distinguishing information.",5,"These clues are excellent misdirection. The first clue strongly points towards Valorant with its emphasis on 'fast-paced, close-quarters combat, utilizing various weapons'. The second clue also strongly suggests Valorant with 'precision aiming in a team-based scenario'. They completely avoid any connection to League of Legends.",,4,"The 'Informed' clues are extremely strong, making the correct answer obvious if one is familiar with the genre. However, the 'Fake' clues are highly effective at misdirecting players towards Valorant, increasing the challenge of distinguishing between the correct answer and a plausible incorrect one, especially if the player has only a superficial understanding of the games. The 'Misinformed' clues are so weak they don't contribute to the difficulty in a positive way.","The 'Informed' clues are very strong and specific to League of Legends. The 'Fake' clues are highly effective at misdirecting players towards Valorant. The 'Misinformed' clues are too generic and do not contribute to productive ambiguity, failing to be true for all incorrect answers without providing any distinguishing information.",15,15,100%,16.1
9,Sports,1,Ball games,"Combat sports, Ball games, Esports",4,"The clues are quite specific to ball games, using phrases like 'spherical object,' 'designated area,' and 'get it into,' which strongly point to the correct answer. There is some overlap in the description of teamwork and strategy, but the core mechanics described are very targeted.",2,"The misinformed clues are too vague. 'Form of entertainment enjoyed by many people around the world' is true for all three categories. 'Participants often compete against each other to achieve victory' is also true for all three. They don't create productive ambiguity because they are so general they don't help distinguish between any of the options at all. They are not factually true for ALL incorrect answers in a way that creates confusion, they are just universally true.",5,"These clues are highly effective at misdirecting. The first clue ('physical altercations,' 'grappling and striking') is a perfect description of 'Combat sports.' The second clue ('virtual arenas,' 'strategizing and coordinating') is a perfect description of 'Esports.' Neither of these clues has any plausible connection to 'Ball games.'",,3,"The informed clues are strong enough to guide towards the correct answer, but the fake clues are so specific to the incorrect answers that they create a good level of challenge by strongly pulling away from the correct answer. The misinformed clues are too weak to significantly impact difficulty.","The informed clues are well-crafted and specific to 'Ball games.' The fake clues are excellent, directly targeting 'Combat sports' and 'Esports' with highly relevant descriptions. The misinformed clues are too general and do not contribute to productive ambiguity. The difficulty is balanced by the strong fake clues.",14,14,100%,16.0
9,Sports,2,Basketball,"Basketball, Football, Volleyball",5,"Clues are highly specific to basketball, using precise descriptions of gameplay, court, and player actions without using answer-related terms. They effectively differentiate basketball from the other options.",1,"These clues are too specific to the correct answer (basketball) and not general enough to apply to football or volleyball. For example, 'run, jump, and move constantly' is true for all, but 'get the ball into a net or designated area' is vague but leans heavily towards basketball's hoop. The critical requirement of being true for ALL incorrect answers is not met.",5,"These clues are excellent misdirection. The first clue perfectly describes football, and the second clue perfectly describes volleyball, drawing the player away from basketball effectively.",,4,"The informed clues are very strong, making the correct answer clear. However, the fake clues are very well-crafted to misdirect to the other options, increasing the overall challenge and requiring careful consideration of all clues.","The informed clues are excellent and highly specific to the correct answer. The fake clues are also excellent, providing strong misdirection to the incorrect choices. The misinformed clues fail to meet the criteria of being equally true for all incorrect answers, making them too specific to the correct answer.",14,14,100%,17.1
10,Sports,1,Athletics,"Aquatics, Gymnastics, Athletics",5,"The clues are highly specific to Athletics without using any forbidden words. They highlight speed, strength, endurance, running, jumping, throwing, stadiums, record-breaking, fundamental movements, training methods, competitive spirit, peak performance, human potential, technical proficiency, physical condition, and its Olympic cornerstone status. Each clue adds a distinct descriptive layer.",1,"These clues are far too vague and do not meet the critical requirement of being true for ALL incorrect answers. They are also too close to describing Athletics itself, rather than creating ambiguity across all choices. The first clue 'This category frequently involves competition, teamwork, and the pursuit of excellence in physical activity always and completely' could apply to all three choices. However, the second clue 'Participants engage in physical activity, often competing to achieve the best possible outcomes in their field' is also too general but leans more towards describing Athletics specifically and less towards the other options. They fail to create productive ambiguity.",5,"These clues are extremely effective at misdirecting to 'Aquatics' and 'Gymnastics'. The first clue perfectly describes 'Aquatics' by mentioning 'specialized instruments to move across the water' and 'aquatic environments'. The second clue strongly points to 'Gymnastics' with 'specialized tools or body actions', 'flexibility, balance, and control'. They skillfully avoid any mention of Athletics.",,3,"The informed clues are excellent and specific, making the correct answer identifiable for those familiar with the sport. The fake clues are highly deceptive and well-crafted to mislead towards incorrect options, increasing the difficulty. The misinformed clues are weak and fail to add productive ambiguity, which slightly lowers the overall perceived difficulty for a player who can rely on the strong informed clues.","The informed and fake clues are very strong and well-executed according to the criteria. The misinformed clues are the weakest part of this set, failing to meet the crucial requirement of being true for all incorrect answers and thus not creating effective ambiguity. Despite the weak misinformed clues, the quality of the informed and fake clues makes this a moderately difficult and well-designed set.",15,15,100%,15.9
10,Sports,2,Marathon,"Sprints, Marathon, Race Walking",5,The informed clues are excellent. They use descriptive language that specifically points to 'Marathon' without using any forbidden words or synonyms. Clues like 'covering a long distance on roads or established paths' and 'named after a historical battle' are highly specific to the answer.,1,"The misinformed clues are too vague and not factually true for all incorrect answers. 'This sport necessitates physical exertion, speed, and strategic planning, aimed at achieving the best possible results' is not universally true for 'Race Walking' in the same way it is for 'Sprints' and 'Marathon'. Race walking emphasizes technique and pacing over pure explosive speed. The second clue is also too general and doesn't create productive ambiguity.",5,"The fake clues are highly effective. 'Athletes exhibit explosive speed and power over short distances' perfectly describes 'Sprints' and is completely uncharacteristic of 'Marathon'. 'Competitors demonstrate rhythmic movements and techniques, emphasizing grace and control during the race' strongly points to 'Race Walking' while being entirely irrelevant to 'Marathon'.",,4,"The difficulty is high due to the excellent quality of the informed and fake clues. The informed clues are specific enough to strongly suggest 'Marathon', while the fake clues are very convincing misdirections for the other options. The misinformed clues are weak, which slightly lowers the overall difficulty, but the strength of the other clue categories makes it a challenging game.","The informed and fake clues are exceptionally well-crafted, providing strong directional signals for the correct answer and powerful misdirection for the incorrect ones. The misinformed clues need significant improvement to meet the criteria of being true for all options and creating productive ambiguity.",15,15,100%,16.3
