test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Inventions,1,Navigation,"Household, Scientific, Navigation",5,"Clues are highly specific and descriptive of 'Navigation' without using the answer word or close synonyms. They cover various aspects like tools, history, and purpose. No obvious answer contamination.",2,"The misinformed clues are too vague and not factually true for all incorrect answers. For example, 'understanding and interacting with the surrounding environment' is not a primary descriptor for 'Household' or 'Scientific' in a way that creates productive ambiguity with 'Navigation'. The goal of shared truth for all options is not met.",5,"The fake clues are excellent at misdirecting to 'Household' and 'Scientific'. 'Creating items to improve daily life' strongly points to 'Household', and 'careful examination of the physical world' strongly points to 'Scientific'. They completely avoid the correct answer 'Navigation'.",,3,"The informed clues are strong and specific, making it easy to identify the correct answer if the player understands the nuances. The misinformed clues fail to create sufficient ambiguity, leaning towards making the puzzle easier than intended for the misinformed category. The fake clues are effective, but the failure of the misinformed clues balances the difficulty.",The informed and fake clues are well-crafted and meet their criteria. The misinformed clues need significant revision to ensure they are factually true for all answer choices and create productive ambiguity. The current misinformed clues are too specific to the correct answer's broader context or too unrelated to the incorrect answers.,15,15,100%,16.2
6,Inventions,2,GPS,"GPS, Compass, Map",5,"The clues are highly specific and descriptive, using technical terms and concepts directly related to GPS without using the answer word or obvious synonyms. They cover various aspects like satellites, positioning, applications, and accuracy, effectively pointing to GPS.",3,"The misinformed clues are factually true for all options (GPS, Compass, Map) as they all assist in navigation and understanding location. They avoid specific keywords and focus on general functions, creating plausible ambiguity.",5,"The fake clues are highly effective at misdirecting. The first clue 'This is a tool that always points north, allowing for basic directional guidance in different terrains' strongly points to 'Compass'. The second clue 'This is a visual representation of the Earth's surface, used for planning routes and identifying landmarks' strongly points to 'Map'. Neither clue has any relation to GPS.",,3,"The informed clues are very strong, making GPS clear. However, the misinformed and fake clues are well-crafted to create significant confusion between the other options and distract from the correct answer, balancing the difficulty.","The informed clues are excellent, providing a clear path to the correct answer. The misinformed clues are appropriately general and factually true for all options. The fake clues are exceptionally strong, effectively misdirecting towards 'Compass' and 'Map' respectively, making the game challenging and engaging.",14,14,100%,15.9
7,Inventions,1,Physics,"Physics, Chemistry, Biology",5,"Clues are highly specific to Physics, using precise terminology and concepts without resorting to synonyms or direct answer words. They cover fundamental aspects like the nature of the universe, matter, energy, space, time, experimentation, laws of motion, gravity, electromagnetism, and mathematical modeling. The clues clearly distinguish Physics from Chemistry and Biology.",1,"These clues are too specific to 'Physics' and do not overlap with Chemistry or Biology. For example, 'systematic study of the structure and behavior of the natural and physical world' could be considered true for Physics, but the addition of 'physical' makes it lean too heavily towards Physics and away from the others. To be truly misinformed, they would need to be applicable to all three fields. As they stand, they are closer to informed or just generally true statements about science without creating ambiguity.",5,"The fake clues are excellent. The first clue ('Focuses on the study of life, organisms, and their vital processes, including genetics and evolution.') perfectly describes Biology. The second clue ('It concerns the composition, structure, and behavior of matter, including the interactions of chemical bonds frequently.') is a very strong description of Chemistry. These clues effectively misdirect the player away from Physics and towards the incorrect options.",,3,"The informed clues are very strong and specific, making Physics identifiable. The misinformed clues are weak and do not create the intended ambiguity. The fake clues are strong and effectively misdirect. The overall difficulty leans towards moderate due to the strong informed and fake clues, but the weak misinformed clues reduce the overall challenge.","The informed and fake clues are well-crafted and serve their purposes effectively. However, the misinformed clues fail to meet the criteria of being true for all options, thus not creating the desired ambiguity. This significantly impacts the game's balance, making it easier to identify the correct answer based on the informed clues alone.",14,14,100%,16.1
7,Inventions,2,Quantum Theory,"Laws of Motion and Gravity, Quantum Theory, Theory of Relativity",4,"The clues are highly specific and descriptive, avoiding direct answer terms. They effectively highlight the unique aspects of quantum theory, such as superposition, entanglement, and probabilistic nature. There is good diversity in the angles covered.",2,"These clues are too general and do not create productive ambiguity. While factually true for Quantum Theory, they are also very broadly true for Theory of Relativity. They don't sufficiently overlap with Laws of Motion and Gravity to create the desired confusion.",5,"These clues are excellent misdirection. They are factually true for 'Laws of Motion and Gravity' and completely unrelated to 'Quantum Theory', making them highly effective at pulling players towards an incorrect answer.",,4,"The 'Informed' clues are quite strong, but the 'Misinformed' clues are weak, which might make the puzzle slightly easier than intended for experienced players. However, the 'Fake' clues are very strong misdirection.","The 'Informed' and 'Fake' clues are well-crafted. The 'Informed' clues are specific and descriptive without being too obvious. The 'Fake' clues effectively misdirect to 'Laws of Motion and Gravity'. The 'Misinformed' clues need improvement to create more robust ambiguity, as they are too similar to Theory of Relativity and not broadly applicable enough to all incorrect choices.",14,14,100%,16.7
8,Inventions,1,Tool,"Tool, Instrument, Device",5,"The clues are highly specific and descriptive, strongly pointing to 'Tool' without using the word itself or obvious synonyms. They highlight functionality, purpose, and historical significance effectively.",2,These clues are too general and do not create productive ambiguity. They are true for 'Tool' but also true for 'Instrument' and 'Device' in a way that doesn't effectively mislead. The shared truth is too broad and doesn't leverage the nuances of the incorrect choices.,5,"These clues are excellent misdirection. The first clue ('musical apparatus') strongly points to 'Instrument' (or potentially a device used as an instrument), and the second clue ('measure or display physical quantities') strongly points to 'Device'. They completely avoid the correct answer ('Tool') and are highly plausible for the incorrect choices.",,4,"The informed clues are very strong, but the misinformed clues are weak, which might make the game slightly easier than intended. However, the fake clues are very effective misdirectors, balancing the difficulty.",The informed and fake clues are excellent. The misinformed clues are too vague and don't generate enough productive ambiguity. The game is otherwise well-constructed.,14,14,100%,16.2
8,Inventions,2,Hammer,"Hammer, Screwdriver, Wrench",5,"The clues are very specific to the hammer's function and design, using descriptive language without directly naming it or its parts. They cover its use in construction, its percussive nature, its shaping capabilities, and its essential role. The clues avoid any ambiguity and clearly point to the hammer.",3,"These clues are factually true for a hammer but also true for a screwdriver and a wrench (all are handheld, used in various industries/tasks). However, they are quite generic and don't offer much in terms of productive ambiguity. A player might lean towards the 'various tasks' and 'home' aspect, which could apply to all tools, but there's no strong pull towards any specific incorrect answer.",5,These clues are highly effective at misdirecting players towards 'Screwdriver' and 'Wrench'. The descriptions of turning nuts/bolts and tightening/loosening screws are definitive characteristics of those tools and completely absent from the hammer's primary functions.,,3,"The informed clues are excellent, making the correct answer clear if interpreted correctly. The fake clues are very strong misdirections. The misinformed clues are a bit weak in creating ambiguity, but the overall balance of strong informed and fake clues makes for a moderate difficulty.","The informed clues are exceptionally well-crafted, providing clear and distinct characteristics of the hammer without using forbidden terms. The fake clues are highly effective in misdirecting towards the screwdriver and wrench. The misinformed clues could be slightly improved to offer more productive ambiguity, but the overall set is strong.",14,14,100%,17.1
9,Inventions,1,Weapon,"Weapon, Armor, Siege Equipment",5,The informed clues are excellent. They directly describe the function and historical significance of weapons without using any forbidden words or synonyms. They are precise and focus on the core concept of inflicting harm and gaining advantage in conflict.,3,"The misinformed clues are somewhat ambiguous. 'Used by individuals or groups for protection or to inflict damage on others' could apply to weapons and armor. 'Tools that have been utilized in numerous conflicts throughout human history, continuously' could also apply to all three. However, the 'protection' aspect in the first clue leans slightly more towards armor, and the idea of 'tools' is very general. They create some ambiguity but aren't perfectly balanced.",5,"The fake clues are very effective. They directly and strongly describe 'Armor' ('device designed to protect the body', 'withstand attacks', 'shield combatants') and completely avoid any mention of weapons or siege equipment. This provides excellent misdirection.",,3,The informed clues are clear and specific to the answer. The fake clues are highly deceptive and point strongly to 'Armor'. The misinformed clues offer some ambiguity but aren't so vague as to be useless. This balance makes the game moderately difficult.,"The informed clues are strong and precise. The fake clues provide excellent misdirection towards 'Armor'. The misinformed clues offer some, but not perfect, ambiguity. The overall difficulty is well-balanced.",14,14,100%,16.0
9,Inventions,2,Gun,"Gun, Arrow, Sword",5,"The clues are highly specific to 'Gun' without using the word itself or obvious synonyms. They cover aspects like propulsion, impact on warfare, symbolism, and historical significance. The variety of angles is good.",1,"These clues are too vague and general. While factually true for 'Gun', they are also almost equally true for 'Sword' and potentially 'Arrow' (depending on interpretation of 'tool' and 'inflicting harm'). The ambiguity is not productive; it's simply too broad. They fail the critical requirement of being true for ALL incorrect answers in a way that creates meaningful ambiguity.",5,"These clues are excellent at misdirecting the player towards 'Sword'. They focus on bladed instruments, close combat, thrusting, slashing, metal construction, and piercing armor, all of which are defining characteristics of a sword and entirely unrelated to a gun.",,3,"The informed clues are very strong, making the correct answer identifiable if the player can process the descriptions. The fake clues are highly deceptive for 'Sword'. The misinformed clues are weak and don't add much to the difficulty. The balance of strong informed and fake clues, with weak misinformed ones, places it in the middle.",The informed clues are excellent and specific to the answer. The fake clues are highly effective at misdirecting towards 'Sword'. The misinformed clues are too general and fail to create productive ambiguity.,14,14,100%,16.1
10,Inventions,1,Instrument,"Tool, Instrument, Device",5,"The clues are highly specific to 'Instrument' without using any forbidden words. They cover various aspects like sound production, artistic use, skill requirement, and component mechanisms, providing distinct angles.",1,"These clues are too vague and do not create productive ambiguity. While true for 'Instrument', they are also true for 'Tool' and 'Device' in a very general sense, but lack the specific overlap needed to be truly misleading. They fail the critical requirement of being equally true for all incorrect answers in a way that creates confusion.",5,"These clues are highly effective at misdirecting to 'Tool' and 'Device' respectively. The first clue strongly points to 'Tool' by mentioning 'physical tasks' and 'mechanical advantage', while the second points to 'Device' with 'precise measurements and calculations'. They completely avoid the correct answer.",,3,"The informed clues are strong enough to guide towards the correct answer, but the misinformed clues are too weak to cause significant confusion. The fake clues are effective misdirection. This balance makes it moderately difficult, requiring players to discern the specificity of the informed clues while avoiding the misdirection of the fake ones.",The informed clues are excellent and highly specific. The fake clues are also very effective at misdirecting. The misinformed clues need significant improvement to be truly ambiguous and meet the criteria of being equally true for all incorrect answers.,14,14,100%,16.1
10,Inventions,2,Piano,"Piano, Violin, Drums",4,"The clues are specific and descriptive, accurately pointing to the piano without using forbidden words. They cover various aspects like mechanism, sound production, and common settings.",2,"These clues are too general and could apply to almost any musical instrument. While technically true for a piano, they are also true for a violin and drums, making them not productively ambiguous in this context. They lack the specific shared truths needed for good misinformed clues.",5,"These clues are highly effective at misdirecting. The first clue perfectly describes a violin, and the second clue perfectly describes drums, both being incorrect answers.",,3,"The informed clues are strong enough to guide a player towards the correct answer, while the fake clues provide significant misdirection. The misinformed clues are weak, which slightly lowers the overall challenge.",The informed clues are well-crafted and specific. The fake clues are excellent at misdirection. The misinformed clues are too vague and do not contribute effectively to ambiguity.,14,14,100%,16.7
