test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Technology,1,Payment System,"Payment System, Cryptocurrency, Banking App",4,Clues are specific and avoid answer contamination. They cover different aspects of the payment system. Clue 8 is slightly long but acceptable.,2,"The misinformed clues are too general and do not create productive ambiguity. They could be true for many things beyond the given choices, making them less effective at confusing the player. 'Digital tools and systems' and 'exchange value' are extremely broad.",5,The fake clues are excellent. They directly and accurately describe the incorrect choices ('Cryptocurrency' and 'Banking App') and are completely unrelated to the correct answer ('Payment System').,,3,"The strong fake clues and decent informed clues balance out the weak misinformed clues, leading to a moderate difficulty level. Players will need to carefully distinguish between the specific functions of a payment system and the broader definitions of the other options, while also being misled by the fake clues.","The fake clues are the strongest element of this set, effectively misdirecting players. The informed clues are good, providing specific details. The misinformed clues need significant improvement to create more targeted ambiguity without being too vague.",14,13,93%,16.1
6,Technology,2,PayPal,"PayPal, Venmo, Apple Pay",4,"Clues are descriptive and point well to PayPal, avoiding direct answer words. Some clues like 'buyer protection policies' and 'international money transfers' are quite specific to PayPal's offerings.",1,"These clues are too vague and could apply to almost any digital payment service, including Venmo and Apple Pay. They don't create productive ambiguity as they are too generic and don't sufficiently overlap with the specific features of the correct answer.",5,"These clues effectively misdirect to Venmo, focusing on social features and bill splitting, which are strong associations with Venmo and not PayPal.",,3,"The 'informed' clues are strong enough to guide towards PayPal, while the 'fake' clues effectively misdirect to Venmo. The 'misinformed' clues are too weak to significantly impact difficulty.",The 'informed' clues are good and specific to PayPal. The 'fake' clues are excellent at misdirecting to Venmo. The 'misinformed' clues are too generic and do not contribute to productive ambiguity.,14,14,100%,17.0
7,Technology,1,Web Browser,"Web Browser, Email Client, Video Conferencing",5,"The clues are highly specific and descriptive, avoiding answer contamination. They cover various aspects of the web browser's functionality and purpose from different angles, making them excellent 'informed' clues.",1,"These clues fail the critical requirement of being true for all incorrect answers. The first clue ('access and interact with digital content on the internet') is true for all choices, but the second ('essential software used by many people to perform a variety of online tasks') is also true for all. However, the goal is shared truth for *all* incorrect options, and these are too general to be productive. They don't create ambiguity for the *incorrect* choices as intended, but rather are too broad for all. They also don't meet the 'avoid specificity' rule well, as 'digital content' and 'online tasks' are still quite specific.",5,"These clues are highly effective at misdirecting. The first clue perfectly describes an 'Email Client', and the second perfectly describes 'Video Conferencing'. They are completely unrelated to 'Web Browser' and strongly point to the incorrect options.",,4,"The strong 'fake' clues and the very specific 'informed' clues create a challenging game. The 'misinformed' clues are too weak to be helpful or harmful, but the overall balance leans towards difficult due to the clear misdirection and precise information.",Excellent 'informed' and 'fake' clues. The 'misinformed' clues need significant revision to be truly ambiguous and shared across all incorrect options. The difficulty is high due to the quality of the other clue types.,15,15,100%,16.5
7,Technology,2,Google Chrome,"Google Chrome, Firefox, Safari",5,"The clues are specific and accurately describe Google Chrome without using any forbidden words or synonyms. They cover various aspects like development, design, features, and technical underpinnings.",1,"These clues are too vague and could apply to any web browser. They do not create productive ambiguity and are essentially true for all choices, offering no real confusion.",5,These clues effectively misdirect by describing characteristics that could plausibly apply to Firefox (privacy focus) and Safari (ecosystem integration) without being true for Google Chrome.,,3,"The informed clues are strong enough to point to Chrome for someone familiar with it, but the fake clues provide enough misdirection to make it challenging for those who aren't completely certain. The misinformed clues are so weak they don't contribute much to difficulty.",The informed clues are excellent. The fake clues are also very effective at misdirection. The misinformed clues are too generic and do not contribute to productive ambiguity.,15,15,100%,16.5
8,Technology,1,Game Console,"Game Console, Virtual Reality, Desktop PC",4,"The clues are descriptive and avoid answer words. They clearly point to the 'Game Console' by highlighting its entertainment focus, controller input, home use, and software library. Some clues could be slightly more distinct, but overall they are good.",2,"These clues are too general. While true for a game console, they are also true for a Desktop PC and arguably Virtual Reality. They don't create enough productive ambiguity to be effective misinformers. They are too close to being 'informed' clues for the broader category of electronic entertainment devices.",5,"These clues are excellent misdirection. The first clue strongly points to 'Desktop PC' ('professional tasks', 'content creation', 'data analysis') and the second clue strongly points to 'Virtual Reality' ('immersive manner', 'computer-generated environments'). They effectively steer players away from the correct answer.",,3,"The informed clues are strong, but the fake clues are very effective at misdirection. The misinformed clues are a bit weak, which might make it slightly easier than a perfect 3, but the strong fake clues balance it out.","The informed clues are well-crafted and specific to the answer. The fake clues are highly effective at misdirecting towards the incorrect options. The misinformed clues could be improved for better ambiguity, but the overall structure creates a good level of challenge.",14,14,100%,15.6
8,Technology,2,PlayStation 5,"PlayStation 5, Xbox Series X, Nintendo Switch",5,"Clues are specific to the PlayStation 5, using terms like 'haptic feedback,' 'adaptive triggers,' 'ray tracing,' and referencing its distinct design and exclusive titles. They avoid direct synonyms and are well-paraphrased. The clues cover various aspects of the console's hardware and features, painting a clear picture of the correct answer.",1,"These clues are too general and do not create productive ambiguity. 'Popular entertainment product' and 'central processing unit and a graphics processor' apply to all three choices (PlayStation 5, Xbox Series X, Nintendo Switch) without offering any distinguishing characteristics. They are factually true for all but offer no real confusion.",5,"These clues are highly effective at misdirecting. 'Portability and versatility' strongly points to the Nintendo Switch. 'Family-friendly experiences' also leans heavily towards the Nintendo Switch. Neither clue applies to the PlayStation 5, making them excellent misdirection.",,3,"The informed clues are strong enough to clearly identify the PlayStation 5 for someone familiar with gaming consoles. The misinformed clues are too weak to cause confusion, and the fake clues are strong enough to easily mislead someone away from the correct answer. This balance makes it a moderate difficulty.","The informed clues are excellent, providing specific details without revealing the answer directly. The misinformed clues are a failure in creating ambiguity as they are too generic. The fake clues are very effective at misdirecting towards the Nintendo Switch. The difficulty is appropriate due to the strong informed and fake clues.",14,14,100%,15.4
9,Technology,1,Artificial Intelligence,"Artificial Intelligence, Machine Learning, Blockchain",5,"The clues are highly specific to Artificial Intelligence, using descriptive paraphrases without revealing answer words. They cover various facets of AI, such as mimicking human intelligence, learning, problem-solving, and applications.",2,"These clues are too specific to 'Machine Learning' and are not universally true for 'Artificial Intelligence' and 'Blockchain'. For example, 'algorithms and data to make predictions or decisions based on patterns' is a core aspect of ML but not necessarily the entirety of AI or Blockchain. They do not create productive ambiguity across all choices.",5,"These clues are excellent misdirection. They are precisely and exclusively descriptive of 'Blockchain', making them highly effective at drawing players away from 'Artificial Intelligence'.",,3,"The informed clues are strong and specific, making the correct answer identifiable. The fake clues are very effective misdirection. The misinformed clues are weak and do not create ambiguity as intended, which slightly lowers the overall difficulty.","The informed and fake clues are well-crafted. The misinformed clues fail to meet the critical requirement of being true for all choices, making them ineffective for creating ambiguity. This needs significant revision to ensure they apply to AI, ML, and Blockchain equally.",14,14,100%,16.6
9,Technology,2,ChatGPT,"ChatGPT, Google Gemini, Claude",5,"The clues are highly specific to the capabilities of large language models like ChatGPT, covering its conversational abilities, text generation, information retrieval, and underlying architecture without using any forbidden terms. They effectively highlight unique aspects of the correct answer.",1,"These clues are too vague and do not meet the critical requirement of being factually true for ALL incorrect answers. They describe a general information retrieval system, but the phrasing 'respond to a wide array of questions' and 'provide comprehensive and informative responses' is not a defining characteristic shared equally and specifically by Google Gemini and Claude in a way that creates productive ambiguity. They are closer to being true for the correct answer than the incorrect ones, failing the core principle of shared truth.",5,"These clues are excellent examples of misdirection. The first strongly points to Google Gemini ('search engine', 'indexing speed', 'comprehensive results', 'web'). The second points to cloud computing services, which is a common association with large tech companies that might develop AI, but not directly with the AI models themselves, creating plausible but incorrect associations.",,4,"The 'Informed' clues are very strong and specific to ChatGPT. The 'Fake' clues are also very effective at misdirecting towards Google Gemini. The main challenge for a player would be distinguishing between the advanced capabilities described in the 'Informed' clues and the general information-providing nature that could also apply to the other AI models, especially if they are not deeply familiar with the nuances of each. The 'Misinformed' clues, however, are too weak and fail to create ambiguity. The strength of the 'Informed' and 'Fake' clues makes this question lean towards difficult.","The 'Informed' clues are excellent, providing strong, specific details about ChatGPT. The 'Fake' clues are highly effective at misdirecting towards Google Gemini. The 'Misinformed' clues are too weak and fail to be true for all incorrect answers, thus not creating the intended ambiguity. The difficulty is moderate to high due to the strength of the 'Informed' and 'Fake' clues.",14,14,100%,16.5
10,Technology,1,Ride-Sharing,"Ride-Sharing, Food Delivery, Navigation App",4,The clues are descriptive and avoid direct answer words. They focus on the core functionality of connecting people with drivers for transportation. Some clues are a bit repetitive in theme but overall good.,2,"These clues are very general and could apply to many digital services. They are factually true for Ride-Sharing, Food Delivery, and Navigation Apps, but lack the specificity to be 'productively ambiguous'. They are almost too vague to be helpful in creating confusion.",5,"These clues are excellent examples of misdirection. The first clue strongly points to 'Food Delivery' and the second strongly points to 'Navigation App', effectively drawing attention away from 'Ride-Sharing'.",,3,"The informed clues clearly point to the correct answer. The fake clues are strong misdirections. The misinformed clues are too vague to be effective, which slightly lowers the difficulty. Overall, it's a balanced difficulty.",The informed clues are well-crafted and the fake clues are highly effective misdirections. The misinformed clues could be improved by being slightly more specific while still maintaining ambiguity across all choices.,14,14,100%,16.2
10,Technology,2,Uber,"Uber, Lyft, Grab",5,"Clues are precise and avoid answer contamination. They effectively describe Uber's pioneering role, expansion, and impact on urban mobility. The variety of angles covered (industry impact, app revolution, service offerings) is good.",4,"The misinformed clues are factually true for all options (Uber, Lyft, Grab) and are general enough not to point to any single option specifically. They are not overly vague, providing a reasonable level of shared truth.",5,"These clues are highly deceptive. They use terms like 'ride-hailing services' and 'extensive network of drivers' which could strongly point towards Lyft or Grab, while avoiding any specific details that would link them to Uber. They are designed to misdirect effectively.",,3,"The informed clues are quite strong and specific to Uber, while the misinformed clues are general enough to apply to all. The fake clues are designed to misdirect towards other options. This mix creates a moderate level of difficulty, where a player needs to parse the nuances of the informed clues to confirm the answer, and be wary of the misdirection in the fake clues.",The informed clues are well-crafted and specific to Uber without using forbidden words. The misinformed clues successfully create ambiguity by being factually true for all choices. The fake clues are excellent at misdirecting towards the incorrect options. The overall structure and quality of the clues are high.,14,14,100%,15.4
