test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Video Games,1,Puzzle,"Puzzle, Strategy, Platformer",4,"The clues are highly descriptive of puzzle games, using terms like 'logic', 'critical thinking', 'riddles', 'patterns', 'problem-solving', and 'spatial reasoning'. They avoid answer contamination and are specific to the correct answer. The score is not a 5 because some clues could potentially overlap with certain strategy or even some platformer subgenres if interpreted very broadly, but they are predominantly puzzle-focused.",3,"These clues are factually true for all three choices (Puzzle, Strategy, Platformer). They describe interactive entertainment, simulated experiences, and engaging with systems/stories for fun. They create ambiguity because all game types fit this description. The clues are not overly specific and successfully avoid distinguishing details. They are a good intersection of shared truths.",5,"These clues are excellent at misdirecting to incorrect answers. The first clue strongly points to Strategy (base building, resource management, units). The second and third clues strongly point to Platformer (obstacle-filled environments, jumping, running, reflexes, timing, defeating enemies). They completely avoid describing the correct answer, 'Puzzle'.",,3,"The informed clues are quite strong, making the correct answer identifiable. The misinformed clues are good at creating ambiguity by being true for all options. The fake clues are very effective at pointing away from the correct answer and towards specific incorrect ones. This combination creates a balanced difficulty where a player needs to carefully analyze the informed clues while being wary of the misdirection.","The informed clues are well-crafted and specific to 'Puzzle'. The misinformed clues successfully capture the intersection of all three choices without distinguishing them. The fake clues are highly effective at misdirecting towards 'Strategy' and 'Platformer'. Overall, a well-balanced set of clues for the 'Puzzle' game.",15,15,100%,15.9
6,Video Games,2,Portal,"Tetris, Portal, Super Mario",4,"The clues are highly specific and descriptive, accurately pointing to 'Portal' without using any forbidden words. They highlight the unique mechanics, puzzle-solving, narrative tone, and impact on the genre. The only slight detraction is that 'Players are challenged to think outside the box and use their understanding of physics to succeed.' could be slightly more general, but it still fits well.",3,"The clue 'This game has a main character that is controlled by the player and interacts with the game world.' is true for all three choices. The clue 'This game is known for its innovative gameplay mechanics and its positive reception from critics.' is also true for all three. They create ambiguity by being universally applicable, fulfilling the intersection requirement. They don't help eliminate options. They avoid plot points or unique mechanics.",5,"The fake clues are excellent. The first one 'The player controls a plumber who must rescue a princess from a fire-breathing dragon in a kingdom.' is a perfect, highly specific description of Super Mario, strongly misdirecting away from Portal. The second fake clue 'The player controls blocks falling from the top of the screen, arranging them to clear lines.' is a precise description of Tetris, also a strong misdirection. The third fake clue is not provided, but the first two are highly effective.",,3,"The informed clues are quite strong and specific, making the correct answer relatively clear if one is familiar with the games. The misinformed clues are well-crafted to create ambiguity, and the fake clues are very strong misdirections. This combination strikes a good balance for a moderate difficulty.",The informed clues are excellent and highly specific to the correct answer. The misinformed clues successfully create ambiguity by being true for all options. The fake clues are very strong and effectively misdirect to the incorrect answers. The overall structure and quality of the clues are very good.,15,15,100%,15.9
7,Video Games,1,Simulation,"Simulation, Sandbox, Racing",4,"The clues are good at describing a simulation. They focus on realism, learning, resource management, and strategic decision-making which are all strong indicators. There's a slight risk of overlap with some sandbox elements, but the emphasis on 'replicating real-world scenarios or systems' and 'accurate representation of mechanics' leans heavily towards simulation.",3,"These clues are designed to be true for all options. 'Interactive entertainment' and 'following game rules to achieve goals' are general enough to apply to Simulation, Sandbox, and Racing. They don't provide enough distinction to help eliminate choices, creating the desired ambiguity for misinformed clues.",5,"These clues are highly effective at misdirecting. The first clue ('speed and precision', 'high-velocity competition') strongly points to Racing. The third clue ('player freedom', 'construct and explore vast worlds', 'without set objectives') strongly points to Sandbox. They are completely unrelated to Simulation, fulfilling the criteria for fake clues.",,3,"The informed clues are quite strong for Simulation, but the misinformed clues offer just enough general overlap to create a moderate level of difficulty. The fake clues are very targeted, but the strength of the informed clues balances this out.",The informed clues are well-crafted to point towards Simulation. The misinformed clues successfully create ambiguity by being true for all options. The fake clues are excellent at misdirecting towards the incorrect choices of Racing and Sandbox.,15,15,100%,16.3
7,Video Games,2,The Sims 4,"Gran Turismo, The Sims 4, Flight Simulator",5,"The clues are precise, descriptive, and avoid any answer words or synonyms. They effectively isolate the core mechanics and player experience of The Sims 4 without overlap.",3,"These clues are true for all options: Gran Turismo (simulated environment, manipulating cars/opponents), The Sims 4 (simulated environment, manipulating characters/elements), and Flight Simulator (simulated environment, manipulating aircraft). They create ambiguity by focusing on the 'simulation' and 'consequence' aspects common to all three, without pointing to any specific distinguishing features.",5,"These clues are highly effective at misdirecting. The first directly describes Gran Turismo, the second Flight Simulator, and the third hints at a car management simulation which could be a plausible (though not listed) choice, strongly drawing attention away from The Sims 4.",,3,The informed clues are very strong for the correct answer. The misinformed clues are good at creating ambiguity across all options. The fake clues are very strong misdirectors. This combination makes it challenging but fair.,The informed clues are excellent and highly specific to The Sims 4. The misinformed clues effectively capture the intersection of all three choices. The fake clues are well-crafted to mislead towards the incorrect options.,15,15,100%,15.9
8,Video Games,1,Racing,"Racing, Sports, Arcade",5,"The clues are highly specific to racing games, using terms like 'high-speed competition,' 'vehicles,' 'finish line,' 'skillful driving,' and 'velocity.' They effectively rule out sports and arcade games without explicitly mentioning them.",3,"These clues are true for all three categories. 'Players compete against each other or AI in a digital environment, aiming to achieve a specific objective' applies to racing, sports, and arcade games. 'This form of entertainment regularly provides challenges that demand strategic thinking, practiced abilities, and rapid choices to progress' also applies to all three, creating ambiguity.",5,"The 'fake' clues are excellent misdirections. The first one strongly points to 'Sports' ('manage teams,' 'tactical decisions,' 'championships,' 'player development'). The second also points to 'Sports' ('physical activity,' 'endurance,' 'skill,' 'scoring points'). The third clue is a perfect fit for many 'Arcade' games, especially those with combat elements ('weapons,' 'tactics,' 'eliminate opponents,' 'survive').",,3,"The informed clues are very strong, but the misinformed clues provide just enough overlap to make the player consider other options before settling on racing. The fake clues are well-crafted to lure players away.","The informed clues are precise and effectively identify 'Racing'. The misinformed clues correctly identify a shared intersection that applies to all choices, creating productive ambiguity. The fake clues are strong misdirections towards 'Sports' and 'Arcade'.",15,15,100%,17.1
8,Video Games,2,Mario Kart,"Forza Horizon, Mario Kart, Need for Speed",5,"The clues are highly specific and descriptive, directly pointing to the unique mechanics and presentation of Mario Kart without using any forbidden words or synonyms. They highlight item usage, character abilities, creative tracks, and innovative mechanics like anti-gravity, all of which are core to Mario Kart.",3,"These clues are true for all three options. 'Competitive gameplay' and 'exciting races with a variety of vehicles and diverse tracks' can apply to Forza Horizon, Mario Kart, and Need for Speed. They create ambiguity by focusing on the general racing genre elements that all share.",5,"These clues are designed to strongly suggest the other racing games. 'Customizing vehicles,' 'realistic graphics and physics,' and 'open-world environment' are hallmarks of games like Forza Horizon and Need for Speed, and are not characteristic of Mario Kart, making them effective misdirection.",,3,"The informed clues are very strong, but the misinformed clues create just enough ambiguity to require careful consideration of the specific details of each option, striking a good balance for difficulty.",The informed clues are excellent and precisely target the correct answer. The misinformed clues effectively capture shared genre elements to create ambiguity. The fake clues are well-crafted to mislead towards the incorrect options. The overall structure and quality are high.,15,15,100%,16.5
9,Video Games,1,Sandbox,"Sandbox, Simulation, Survival",5,"The clues are highly specific and descriptive, using precise language that directly points to the core mechanics and player experience of a sandbox game. They effectively avoid any overlap with the other choices and use terms like 'immense freedom,' 'shape the environment,' 'create anything,' 'player agency,' 'dictate the story,' 'exploration and experimentation,' 'build and destroy freely,' 'lack of defined objectives,' 'set their own goals,' 'creativity,' 'construct virtual worlds,' 'manipulate systems,' 'craft their own adventures,' 'emergent storytelling,' 'experiment with different mechanics,' and 'unique solutions.' These phrases are characteristic of sandbox games and are not general enough to apply to simulation or survival genres.",3,"The misinformed clues are good examples of intersectional truth. 'This type of game is enjoyed by many people, and it can be played alone or with others' is true for all three choices. 'It offers players a virtual environment to interact with, and often features quests to complete' is also true for all three. The 'quests' part might lean slightly towards simulation or survival, but sandbox games can also have optional quests or objectives players set for themselves, making it ambiguously true. They don't actively mislead towards a specific wrong answer over another, but rather create a general overlap.",5,"The fake clues are excellent at misdirecting. 'Players must manage resources, build shelters, and fend off dangers in a hostile world to survive' and 'The primary goal is to stay alive by gathering resources, crafting items, and battling dangerous creatures' are classic descriptions of survival games, making them highly plausible for that option. 'This game genre focuses on realistic simulations of real-world activities and scenarios for players to enjoy' strongly points to simulation. None of these clues would apply to a sandbox game, making them effective misdirection.",,3,"The 'informed' clues are very strong and specific, making the correct answer clear. The 'misinformed' clues provide a good level of ambiguity for the incorrect options. The 'fake' clues are well-crafted to misdirect towards specific incorrect answers. This balance creates a moderate difficulty where careful reading of the informed clues is necessary to overcome the misdirection.","The informed clues are exceptionally well-written, using precise terminology that strongly favors 'Sandbox' without any ambiguity. The misinformed clues effectively create an intersection of truth across all choices, fostering genuine confusion. The fake clues are highly targeted and plausible for the incorrect options, providing strong misdirection. This set of clues presents a well-balanced challenge.",15,15,100%,16.1
9,Video Games,2,Minecraft,"Minecraft, Terraria, Roblox",5,"The clues are precise and descriptive, avoiding any mention of the answer words or their synonyms. They effectively highlight the unique features of Minecraft, such as its blocky aesthetic, crafting system, procedural generation, and survival/creative modes, without being too obvious.",3,"These clues are factually true for all three options (Minecraft, Terraria, Roblox) as they all offer open worlds, player freedom, and the ability to shape experiences. However, they are quite general and don't create strong ambiguity. While technically correct for the intersection, they don't actively mislead as effectively as they could. They are true for all but don't strongly point to the wrong answers over the correct one.",5,"The 'fake' clues are excellent at misdirecting. The first clue strongly suggests Terraria with its 2D, action-adventure, procedural generation, and monster fighting elements. The second clue points towards settlement building and defense, which could be interpreted as a more specific mode within games like Terraria or even a distinct aspect of Roblox games. The third clue about terraforming and colonizing a new planet with resource management and tech is a strong descriptor for games outside of the choices, but if forced, could be twisted to fit certain aspects of Terraria or even some complex Roblox experiences, effectively steering players away from Minecraft.",,3,"The informed clues are specific enough to point to Minecraft without being too easy. The misinformed clues, while factually correct for all, don't create strong confusion. The fake clues are well-crafted to mislead towards other genres or specific aspects of other games within the choices. This balance creates a moderate difficulty.","The informed clues are excellent and specific to Minecraft. The misinformed clues are factually accurate for the intersection but lack strong ambiguity. The fake clues are very effective at misdirecting players to other choices or genres, making them the strongest element for difficulty.",15,15,100%,16.0
10,Video Games,1,Survival,"Survival, Adventure, Action",5,"Clues are highly specific to the 'Survival' genre without using any direct words or synonyms. They focus on core mechanics like resource management, environmental challenges, crafting, defense, and enduring harsh conditions. The phrasing is precise and descriptive.",3,"These clues are true for all three genres (Survival, Adventure, Action) because all games involve being in a digital world, interacting with systems, and completing objectives. They create ambiguity by being broadly applicable, but don't strongly point to any single incorrect answer over the others, which is the goal of misinformed clues.",5,"These clues are excellent at misdirecting. The first clue strongly points to 'Action' (fast-paced combat, winning matches). The second clue strongly points to 'Adventure' (quests, exploring worlds, battling enemies, advancing storyline). The third clue also strongly points to 'Action' (intense action, quick reflexes, combat). None of these clues are applicable to 'Survival'.",,3,"The informed clues are strong and specific, making 'Survival' identifiable. The misinformed clues are well-crafted to be broadly true but not specifically identifying. The fake clues are highly effective at misdirecting towards 'Action' and 'Adventure'. This balance creates a reasonable challenge.","The informed clues are excellent, precisely describing 'Survival' without contamination. The misinformed clues are appropriately vague and true for all options, creating the desired ambiguity. The fake clues are highly effective at misdirecting towards 'Action' and 'Adventure', making them a good counterbalance. Overall, a well-constructed set of clues.",15,15,100%,15.4
10,Video Games,2,ARK: Survival Evolved,"Rust, ARK: Survival Evolved, The Forest",5,"Clues are highly specific to ARK: Survival Evolved, using terms like 'prehistoric creatures,' 'dinosaurs,' and 'tribes' which are central to the game's identity and not shared by the other options. The descriptions are precise and avoid ambiguity. No answer words or direct synonyms are used.",3,"These clues accurately describe the intersection of Rust and The Forest, and are also true for ARK: Survival Evolved, but in a very general sense. They focus on resource gathering, crafting, building, and survival against threats, which applies to all three games. They create genuine ambiguity without being overly specific or containing distinguishing details.",5,"The 'fake' clues are designed to strongly misdirect players towards Rust or The Forest. 'Players compete to gather resources, craft items, and outlast other players in a desolate environment' is a very strong description of Rust. 'Players explore a mysterious island, uncovering secrets and battling hordes of monstrous creatures' could easily point to The Forest. These clues avoid any mention of dinosaurs or prehistoric elements, effectively steering players away from ARK.",,3,"The informed clues are very strong, making ARK the obvious choice if considered carefully. However, the misinformed clues are well-crafted to create genuine confusion by highlighting shared survival mechanics. The fake clues are effective misdirections. This balance creates a moderate level of difficulty.","The informed clues are excellent and precisely identify ARK: Survival Evolved. The misinformed clues successfully capture the shared survival genre elements, creating plausible ambiguity. The fake clues are well-designed to misdirect towards the other options. The overall set of clues presents a balanced challenge.",15,15,100%,15.6
