test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Broadcast Media,1,Fantasy,"Fantasy, Sci-Fi, Adventure",5,"The clues are highly specific to the 'Fantasy' genre, using terms like 'mystical creatures,' 'magic,' 'alternate reality,' 'mythical beings,' 'supernatural forces,' and 'chosen ones.' They effectively highlight the core elements that distinguish fantasy from Sci-Fi and Adventure. There is no answer word contamination or obvious synonyms.",3,"These clues are true for all three genres. 'Storytelling that aims to entertain and engage audiences through imaginative narratives' applies to Fantasy, Sci-Fi, and Adventure. 'Media which often uses different forms of artistic expression to convey emotions and ideas to the viewers' is also universally true. They create ambiguity by not providing distinguishing details, forcing the player to rely on the informed clues.",5,"These clues are perfectly crafted to mislead a player towards 'Sci-Fi.' Phrases like 'set in the future,' 'technological advancements,' 'interstellar travel,' 'advanced weaponry,' and 'futuristic threats' are textbook descriptions of Sci-Fi and have no bearing on Fantasy or Adventure.",,4,"The informed clues are very strong for Fantasy, and the fake clues are very strong for Sci-Fi. The misinformed clues are general enough to apply to all but don't actively help differentiate. This setup makes it challenging, as a player might be swayed by the fake clues or might overthink the misinformed ones, but the highly specific informed clues ultimately guide them correctly.",The informed clues are excellent and precisely target Fantasy. The fake clues are highly effective misdirection towards Sci-Fi. The misinformed clues fulfill their role by being universally true but not helpful for differentiation. The difficulty is appropriate for a discerning player.,15,15,100%,16.1
6,Broadcast Media,2,The Lord of the Rings: The Fellowship of the Ring,"Fantastic Beasts and Where to Find Them, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",5,"The clues are highly specific and descriptive, directly referencing elements unique to 'The Lord of the Rings: The Fellowship of the Ring' without using any forbidden words. They precisely point to the correct answer.",3,"These clues are factually true for all three choices and create genuine ambiguity. 'The moving picture tells a compelling story with memorable characters that have captivated audiences across the globe' applies to all fantasy films. 'The film presents a story with a heroic protagonist and his companions on a vital mission to save the world' also broadly fits all three, making it difficult to distinguish without more specific details.",3,"These clues are designed to mislead towards the Harry Potter options. The first two directly reference wizardry and schools of magic, and the third mentions a magical creature being key, which strongly suggests 'Fantastic Beasts' or 'Harry Potter and the Sorcerer's Stone' and completely bypasses the correct answer.",,3,"The informed clues are very strong, making the correct answer quite clear. However, the misinformed clues are sufficiently ambiguous and the fake clues are plausibly misleading enough to prevent it from being too easy. The challenge lies in distinguishing between the high-quality informed clues and the well-crafted misinformed/fake ones.","The informed clues are excellent, providing highly specific and descriptive details without any contamination. The misinformed clues successfully capture the shared essence of the choices, creating ambiguity. The fake clues are well-crafted to misdirect towards the incorrect options, particularly the Harry Potter-related ones. The difficulty is well-balanced.",15,15,100%,17.8
7,Broadcast Media,1,Reality Show,"Reality Show, Dating Show, Talent Show",4,"The clues are descriptive and focus on the core elements of reality shows. They avoid answer contamination and offer distinct angles. The score is 4 because some clues could be slightly more precise in their phrasing to avoid any potential overlap with other genres, though it's a minor point.",3,"These clues are factually true for all three choices (Reality Show, Dating Show, Talent Show). They describe a form of entertainment that involves participation, competition, and audience engagement. They create genuine ambiguity by focusing on overarching aspects of televised competitions and entertainment formats. The score is 3 because while they are true for all, they are also quite generic and could be more subtly misleading.",5,"These clues are highly effective at misdirecting players. The first clue strongly points to a Talent Show, the second to a Dating Show, and the third to a Talent Show again. They are plausible descriptions of the incorrect choices and completely avoid any description of the correct answer, 'Reality Show'.",,4,"The difficulty is moderate to high. The informed clues are strong and specific to the correct answer. However, the misinformed clues are broad enough to be plausibly true for all options, and the fake clues are very convincing for the incorrect options, requiring careful analysis to distinguish.","The informed clues accurately describe 'Reality Show'. The misinformed clues are appropriately broad and true for all options, creating ambiguity. The fake clues are highly effective at misdirecting towards the incorrect choices. The overall set provides a good challenge.",15,15,100%,16.1
7,Broadcast Media,2,Physical: 100,"Survivor, Wipeout, Physical: 100",5,"The clues are highly specific to the 'Physical: 100' answer, using descriptive language that strongly points to the physical challenges, endurance, and competition aspect. They avoid answer contamination and focus on distinct angles of the show's format.",3,"The misinformed clues are factually true for all options in a very broad sense (they all involve competition and challenges). However, they are not specific enough to create genuine ambiguity for 'Physical: 100' versus the others. They could be more precisely crafted to intersect the shared elements more effectively without being too obvious.",5,"The 'fake' clues are excellent at misdirecting to the wrong choices. 'Competitors navigate through obstacle courses and face challenges to avoid being eliminated from the competition.' strongly suggests 'Wipeout.' 'Contestants are stranded on an island and must work together and use strategy to survive challenges.' perfectly describes 'Survivor.' 'Individuals compete to showcase their unique talents in front of a panel of judges and a live audience.' points clearly to a talent show, not represented in the choices but serves as a good misdirection example of the type of clue.",,3,"The informed clues are strong enough to make 'Physical: 100' identifiable, but the misinformed clues are somewhat generic, requiring careful consideration to distinguish.",The informed clues are well-crafted and specific. The misinformed clues could be improved to create more robust ambiguity. The fake clues are effective in misdirecting to incorrect choices.,15,15,100%,16.1
8,Broadcast Media,1,Cartoon,"Anime, Cartoon, Stop-Motion",5,"The clues are highly specific to cartoons, using descriptive language like 'animated visuals,' 'exaggerated characters,' 'distinct art styles,' and 'imaginative and fantastic scenarios.' They effectively avoid any overlap with 'Anime' or 'Stop-Motion' and do not contain any answer words or synonyms.",1,"These clues fail the CRITICAL VALIDATION CHECKLIST. 'A type of visual media designed to tell stories or convey information to engage the audience' is true for all three options (Cartoon, Anime, Stop-Motion). However, 'A form of entertainment that often uses creative methods to capture and hold the viewers' attention' is also true for all three. The issue is that these are too generic and don't create genuine ambiguity; they are simply broad truths. More importantly, they don't effectively distinguish between the options to create productive confusion, and they are not designed to be deceptive towards a specific wrong answer.",5,The 'fake' clues are excellent at misdirecting. 'This form often involves the use of puppets and physical models to create the illusion of movement' strongly points to 'Stop-Motion'. 'It is a form of media that is known for its use of Japanese animation styles and techniques' is a direct and strong indicator for 'Anime'. Neither of these clues could plausibly describe 'Cartoon'.,,3,"The informed clues are very strong, making the correct answer clear. The fake clues are also strong misdirectors for the incorrect options. The misinformed clues are weak and don't add much to the ambiguity, which slightly lowers the intended difficulty. Overall, it presents a moderate challenge.",The informed clues are excellent and highly specific to the correct answer. The fake clues are well-crafted to misdirect towards the incorrect options. The misinformed clues are too generic and do not effectively create ambiguity as intended; they are factually true for all but don't serve the purpose of a misinformed clue in this context. The difficulty is moderate due to the strength of the informed and fake clues.,15,15,100%,16.1
8,Broadcast Media,2,Rick and Morty,"The Simpsons, Rick and Morty, Family Guy",4,"Clues are descriptive and avoid answer words. They effectively highlight the sci-fi, existential, and satirical elements unique to Rick and Morty. Good specificity without being overly obvious.",3,"These clues are true for all three shows as they are animated comedies with characters and journeys. However, they are a bit too generic and don't create strong ambiguity. They feel more like basic descriptions of animated sitcoms rather than carefully crafted misdirection.",5,"These clues are highly effective at pointing towards The Simpsons and Family Guy, while being completely unrelated to Rick and Morty. The suburban setting and family-centric humor are strong misdirections.",,3,"The informed clues are strong enough to point to the correct answer, but the misinformed clues provide just enough shared ground to make a player pause and consider the other options, creating a moderate level of difficulty.",The informed clues are well-crafted and specific to the correct answer. The fake clues are excellent misdirections to the incorrect choices. The misinformed clues could be slightly more ambiguous to enhance the game's challenge.,15,15,100%,16.3
9,Broadcast Media,1,TCooking Show,"Talk Show, Game show, Cooking Show",5,Clues are highly specific to the correct answer and use descriptive language that avoids answer contamination. They effectively highlight the unique aspects of a cooking show.,3,"The misinformed clues are true for all options (Talk Show, Game Show, Cooking Show) as they all are broadcasted on television with a host/presenter and are designed to entertain. The second clue is also true for all as they involve entertainment and competition (in varying degrees for talk shows). This creates genuine ambiguity as intended.",5,"The fake clues are designed to strongly point towards 'Talk Show' and 'Game Show' by mentioning interviews, discussions, current events, popular culture, contestants, questions, puzzles, and prizes, all of which are absent from the 'Cooking Show' description.",,3,"The informed clues are very strong, making the correct answer quite clear. The misinformed clues offer some ambiguity, but the fake clues are effectively misleading towards the incorrect options. This balance leads to a moderate difficulty.",The informed clues are excellent and specific. The misinformed clues successfully create ambiguity by identifying commonalities. The fake clues are well-crafted to misdirect towards the incorrect answers. The difficulty is appropriate for the game's design.,15,15,100%,16.0
9,Broadcast Media,2,MasterChef,"Top Chef, MasterChef, Chopped",5,"The clues are highly specific to MasterChef, using terms like 'home cooks', 'mystery box challenges', and 'pressure tests' which are distinctive features. They avoid answer contamination and focus on unique aspects of the show, effectively pointing to the correct answer.",3,"The misinformed clues are factually true for all three shows (Top Chef, MasterChef, Chopped) as they all feature judges, competition, and contestants demonstrating abilities. They create genuine ambiguity by focusing on the common elements of competitive cooking shows without being overly specific, fulfilling the criteria for a good misinformed clue.",5,The fake clues are designed to strongly mislead towards other types of shows. 'Experts discuss performances and offer advice' could fit a talent show or a debate show. 'Trivia and ability to think on their feet' points towards game shows. 'Contestants' relationships and drama' suggests reality dating or social experiment shows. They are completely unrelated to the culinary competition genre of the correct answer and are believable for other show types.,,2,"The informed clues are very strong and specific to the correct answer, making it relatively easy to identify. The misinformed clues are well-crafted for ambiguity, but the strength of the informed clues dominates the difficulty.","The informed clues are excellent, highly specific, and avoid answer contamination. The misinformed clues successfully capture the intersection of all choices, creating good ambiguity. The fake clues are effective at misdirecting to completely different genres. The difficulty is low due to the high quality of the informed clues.",15,15,100%,16.1
10,Broadcast Media,1,Game Show,"Game Show, Quiz, Panel Game",4,"The clues are descriptive and point well to the 'Game Show' answer. They avoid using the answer word and its direct synonyms. The clues focus on competition, prizes, studio settings, and testing abilities, which are core elements of game shows.",3,"These clues are true for all three options (Game Show, Quiz, Panel Game) as they all can be broadcast to viewers on television channels and are designed to entertain. However, they are quite general and don't create strong ambiguity that would lead a player to actively consider one of the wrong answers over the correct one. They are factually true for all but lack the subtle misdirection needed for a higher score.",5,These clues are highly effective at misdirecting players. 'A news program...' strongly points to a potential 'News' or 'Documentary' type answer if it were an option. 'A show featuring a panel of experts...' directly describes a 'Panel Game'. 'A broadcast that provides entertainment through scripted performances...' clearly points to a 'Drama' or 'Sitcom' type of option. They are completely unrelated to 'Game Show' and plausibly describe distinct incorrect choices.,,3,"The informed clues are strong enough to make the correct answer clear, but the misinformed clues are general enough to require some thought about the intersection of all choices. The fake clues are very strong misdirectors. This combination creates a moderate level of difficulty.",The informed clues are well-crafted and specific to the correct answer. The fake clues are excellent misdirectors for other potential categories. The misinformed clues are factually correct for all options but could be more ambiguously worded to increase the challenge.,15,15,100%,16.1
10,Broadcast Media,2,Who Wants to Be a Millionaire?,"Who Wants to Be a Millionaire?, Wheel of Fortune, Jeopardy!",5,"The clues are highly specific and descriptive, using precise language to capture the essence of 'Who Wants to Be a Millionaire?'. They avoid generalities and focus on unique elements like lifelines, the money tree concept, increasing difficulty, and the suspenseful atmosphere. There is no answer contamination or vague phrasing.",3,"The misinformed clues are factually true for all three shows ('Who Wants to Be a Millionaire?', 'Wheel of Fortune', 'Jeopardy!'). They describe a general game show format of contestants answering questions or clues for prizes. This creates genuine ambiguity as all shows fit this broad description, fulfilling the intersection requirement. However, they are not particularly insightful or deeply thematically resonant, hence a score of 3.",5,The fake clues are highly effective at misdirecting players towards 'Wheel of Fortune' and 'Jeopardy!'. The first fake clue perfectly describes 'Wheel of Fortune' with its mention of spinning a wheel and solving word puzzles. The third fake clue also strongly points to 'Wheel of Fortune' with guessing letters. The second fake clue is more general but could plausibly describe 'Jeopardy!' or 'Wheel of Fortune' without touching upon 'Who Wants to Be a Millionaire?'. They successfully avoid any connection to the correct answer.,,3,"The informed clues are quite strong and specific, making it relatively easy to identify the correct answer. The misinformed clues provide just enough overlap to create some initial confusion, but not enough to significantly hinder identification once the informed clues are analyzed. The fake clues are well-crafted to misdirect but are distinguishable from the correct answer's unique attributes highlighted by the informed clues. This balance makes the difficulty appropriate.","The informed clues are excellent, precisely targeting the correct answer. The misinformed clues effectively create ambiguity by stating truths common to all options. The fake clues are well-designed to misdirect towards incorrect choices, particularly 'Wheel of Fortune'. The overall difficulty is well-balanced.",15,15,100%,16.2
