test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Movie,1,Romance,"Romance, Drama, Comedy",5,"The clues are specific to the concept of 'Romance' by focusing on love, connection, relationships, intimacy, and desire without using the word 'romance' itself. They effectively highlight the core themes and emotional focus of the genre.",2,"These clues are too vague. While factually true for 'Romance', they are also too universally true for 'Drama' and 'Comedy' as well, making them less effective at creating productive ambiguity. The first clue mentions 'conflict' which is more strongly associated with Drama, and the second mentions 'emotional experiences of life and love' which is broad enough to fit all genres, but doesn't specifically point towards Romance over the others.",5,"The first fake clue is perfectly designed to mislead towards 'Comedy' with 'humor and witty dialogue' and 'comedic situations'. The second fake clue, focusing on overcoming difficult situations through perseverance, strongly points to 'Drama' without any overlap with 'Romance'.",,3,"The informed clues are strong and specific, making 'Romance' identifiable. However, the misinformed clues are weak, and the fake clues are very effective, which could lead to a slightly higher difficulty if a player over-relies on the misinformed clues or is strongly misled by the fake ones. Overall, a balanced difficulty.","The informed clues are excellent, providing clear and distinct information about 'Romance'. The fake clues are highly effective at misdirecting to 'Comedy' and 'Drama'. The misinformed clues are the weakest element, being too general and not creating sufficient ambiguity for the intended purpose.",14,14,100%,17.0
6,Movie,2,Pride and Prejudice,"The Notebook, Pride and Prejudice, When Harry Met Sally",4,"The clues effectively highlight specific elements of 'Pride and Prejudice' such as the social dynamics, the protagonist's journey, and the evolution of the central relationship. They avoid direct answer words and offer distinct perspectives.",2,"The misinformed clues are too general and could apply to many romance stories. They don't create productive ambiguity because they are not factually true for all the incorrect choices ('The Notebook', 'When Harry Met Sally') in a way that truly intersects with 'Pride and Prejudice' without being overly broad.",5,"These clues are highly effective at misdirecting the player towards 'The Notebook' and 'When Harry Met Sally' respectively, by referencing specific plot points and settings of those movies without any overlap with 'Pride and Prejudice'.",,3,"The informed clues provide good direction towards the correct answer, while the fake clues are strong misdirections. The misinformed clues are weak, which slightly lowers the overall difficulty but doesn't make it too easy.",The informed clues are well-crafted and specific. The fake clues are excellent misdirections. The misinformed clues need improvement to be more universally applicable to all choices and create better ambiguity.,14,14,100%,17.5
7,Movie,1,Thriller,"Thriller, Mystery, Action",5,"The clues for 'Thriller' are excellent. They use precise descriptive paraphrases ('suspenseful techniques', 'heightened anxiety', 'sense of unease', 'threat or danger', 'anxiety and excitement', 'dangerous situations', 'twists, turns, and unexpected revelations', 'ticking clock or other time constraints', 'protagonist facing a dangerous situation or adversary', 'dark atmosphere', 'sense of foreboding', 'intense emotional turmoil', 'focus and analyze the whole story', 'misdirection and red herrings') that are all specific to the thriller genre and avoid any mention of the word 'thriller' or its direct synonyms. They effectively highlight the core elements of suspense, tension, and psychological engagement.",3,"The clues for 'Mismformed' are somewhat effective in creating ambiguity. They are factually true for all three genres (Thriller, Mystery, Action) as all three genres aim to keep viewers engaged and excited, and all feature characters overcoming obstacles and facing danger. However, they lean a bit too much towards 'Action' and 'Thriller' without being equally applicable to 'Mystery'. To be more productive, they could be slightly more general. For example, 'This type of narrative involves a sequence of events designed to elicit a strong emotional response from the audience.' This would be true for all three, but the current clues are okay.",5,"The 'Fake' clues are highly effective. 'The story centers on a hero's journey where they battle villains with amazing strength and power.' strongly points to 'Action' by mentioning 'hero's journey', 'villains', 'strength', and 'power'. 'The plot involves car chases, explosions, and fight scenes with high-octane action from beginning to end.' is an even stronger, direct misdirection towards 'Action' with terms like 'car chases', 'explosions', and 'fight scenes'. These clues successfully avoid any overlap with 'Thriller' or 'Mystery'.",,3,"The difficulty is moderate. The 'Informed' clues are very strong and point clearly to 'Thriller'. The 'Fake' clues are also very effective at misdirecting towards 'Action'. The 'Mismformed' clues are the weakest link in terms of creating productive ambiguity, as they are a bit too general and could apply broadly to many genres, but they do serve their purpose of not eliminating any options. The combination makes it a balanced challenge.","This is a well-constructed set of clues. The 'Informed' clues are precise and accurate. The 'Fake' clues offer strong misdirection towards 'Action'. The 'Mismformed' clues could be slightly refined to be more universally applicable to all incorrect options, but they still function adequately. The overall difficulty is appropriate for a game like this.",15,15,100%,16.8
7,Movie,2,Inception,"Sherlock Holmes, Inception, James Bond",5,"The clues are highly specific and descriptive, using precise language that directly points to 'Inception' without using any forbidden words or synonyms. They cover various aspects of the plot, themes, and visual elements.",2,"The clues are factually true for all options but are too vague. They describe general plot elements of teamwork and missions, which could apply to any of the choices. They don't create productive ambiguity because they are so broad they offer no real distinguishing information.",5,"These clues are excellent misdirection. The first clue strongly describes 'Sherlock Holmes' and the second strongly describes 'James Bond', effectively drawing attention away from the correct answer without being obviously false.",,3,"The informed clues are very strong, making the correct answer relatively easy to identify for someone familiar with the movie. However, the misinformed clues are so vague they don't actively hinder the process, and the fake clues are strong misdirectors. This balance leads to a moderate difficulty.","The informed clues are exceptionally well-crafted, providing a clear path to the correct answer. The misinformed clues are too generic to be effective in creating ambiguity. The fake clues are strong and well-targeted towards the incorrect options, providing good misdirection. The overall set is good, with room for improvement on the misinformed clues.",15,15,100%,17.0
8,Movie,1,Fantasy,"Fantasy, Sci-Fi, Adventure",4,"The clues are specific and descriptive of fantasy without using direct keywords. They cover magic, mythical creatures, quests, and common settings. Some clues are slightly repetitive in theme but offer distinct phrasing.",3,"These clues are too general and could apply to many genres. 'Perilous trials and dangerous journeys' is true for Adventure, Sci-Fi, and Fantasy. 'Courage, perseverance, teamwork, friendship' are universal themes. They don't create productive ambiguity because they are so broad they don't strongly point to any specific incorrect answer over another or the correct one.",5,"The first fake clue strongly points to Adventure ('daring rescue mission', 'perilous trials'). The second fake clue strongly points to Sci-Fi ('advanced technology', 'space travel', 'future on humanity'). Both effectively misdirect away from Fantasy.",,3,"The informed clues are quite strong and specific to Fantasy. The fake clues are also very effective misdirections. The misinformed clues are too general to be truly helpful or harmful, making the overall difficulty moderate.",The informed clues are well-crafted and clearly point to Fantasy. The fake clues are excellent at misdirecting to Adventure and Sci-Fi respectively. The misinformed clues are too vague to be effective in creating ambiguity.,14,14,100%,16.2
8,Movie,2,The Lord of the Rings: The Fellowship of the Ring,"Star Wars, The Lord of the Rings: The Fellowship of the Ring, Pirates of the Caribbean",5,"The clues are highly specific to 'The Lord of the Rings: The Fellowship of the Ring' without using direct keywords from the title. They describe key plot points, themes, and visual elements unique to this particular film, making them excellent 'informed' clues.",3,"These clues are a bit too general. While true for the correct answer, they are also quite true for 'Star Wars' (quest, team, mission, perilous trials, dangerous journey) and could arguably apply to 'Pirates of the Caribbean' in a very broad sense (quest for treasure, team of pirates, perilous journey). They could be more ambiguous.",5,"These clues are highly effective at misdirecting. The first clue perfectly describes 'Pirates of the Caribbean,' and the second perfectly describes 'Star Wars.' They use strong, evocative language specific to those genres and avoid any overlap with the correct answer.",,3,"The 'informed' clues are very strong, pointing directly to the answer. However, the 'misinformed' clues are a bit too general and don't create enough ambiguity to significantly challenge a player who isn't already familiar with the details of the 'informed' clues. The 'fake' clues are excellent misdirection. Overall, it strikes a moderate difficulty.",The 'informed' clues are excellent and highly specific. The 'fake' clues are also very strong misdirections. The 'misinformed' clues could be improved to be more ambiguous and create a stronger illusion of shared truth across all options.,14,14,100%,16.6
9,Movie,1,Animation,"Animation, Family, Comedy",4,"The clues are quite specific and accurately describe animation. There's a good variety of angles covered, from the technical process to the thematic elements. No obvious answer contamination or synonyms are present.",2,"These clues are too vague and don't create productive ambiguity. 'Entertain a wide audience' and 'uplifting and heartwarming' could apply to almost any genre. They don't sufficiently intersect with the incorrect choices (Family, Comedy) to create meaningful confusion without also strongly pointing to Animation. It's difficult to find a shared attribute that is *also* true for Family and Comedy without being overly general.",5,"These clues are excellent misdirections. 'Human actors telling stories' and 'themes of love, loss, and relationships' strongly point to 'Family' and potentially 'Comedy' without any overlap with 'Animation'. They are highly effective at steering players away from the correct answer.",,3,"The informed clues are strong, and the fake clues are very effective misdirections, making it a moderately challenging game. The misinformed clues could be improved to add more ambiguity.","The informed and fake clues are well-crafted. The fake clues effectively target the incorrect answers. The misinformed clues are too general and don't create enough productive ambiguity; they could be improved by finding more specific shared attributes between Animation, Family, and Comedy.",15,15,100%,15.9
9,Movie,2,Toy Story,"Finding Nemo, Toy Story, Shrek",5,The clues are highly specific and directly point to 'Toy Story' without using any answer words or synonyms. They cover various plot points and character archetypes unique to the film.,1,"These clues fail the critical requirement of being true for ALL incorrect answers. 'The film is a lighthearted story that is perfect for family viewing, offering laughs and heartwarming moments' is true for Finding Nemo and Shrek, but not necessarily the primary defining characteristic of Toy Story compared to the others. 'The movie's narrative features a strong sense of friendship and the importance of helping others' is also true for all three incorrect choices and the correct answer, making them too vague and not productively ambiguous.",5,"The fake clues are highly effective. The first clue perfectly describes 'Finding Nemo' and the second clue perfectly describes 'Shrek', offering strong misdirection to the incorrect choices.",,2,"The informed clues are very strong, making the correct answer relatively easy to identify. The misinformed clues are too weak to create significant confusion.","The informed clues are excellent and specific to the correct answer. The fake clues are also very effective at misdirecting to the incorrect choices. However, the misinformed clues are too vague and do not meet the criteria for productive ambiguity, failing to be true for all incorrect options simultaneously. This makes the overall puzzle lean towards being too easy.",15,15,100%,16.9
10,Movie,1,Documentary,"Documentary, Biography, Educational",5,"The clues are highly specific to the core nature of documentaries, using terms like 'factual evidence', 'real-world subjects', and 'truthful accounts' without being overly verbose. They clearly differentiate the answer from fictional genres.",1,"These clues are too general and do not create productive ambiguity. 'Presents information through moving images' and 'offering a variety of stories' could apply to almost any form of visual media, including fictional films. They fail the critical requirement of being true for all incorrect answers and not uniquely true for the correct one.",5,"These clues are excellent misdirection. They directly describe fictional narratives with 'actors portraying fictional characters' and 'imagination and creativity', strongly pointing towards a fictional genre and completely avoiding the factual nature of a documentary.",,3,"The informed clues are strong enough to guide towards the correct answer, while the fake clues provide plausible misdirection. The misinformed clues are too weak to be effective, which slightly lowers the overall difficulty. It's a balanced challenge.",The informed clues are well-crafted and specific to the correct answer. The fake clues are highly effective at misdirecting towards fictional genres. The misinformed clues are too vague and do not meet the criteria for productive ambiguity.,14,14,100%,16.1
10,Movie,2,Won't You Be My Neighbor?,"Steve Jobs, Won't You Be My Neighbor?, Cosmos",5,"The clues are very specific and paint a clear picture of Mr. Rogers and his show, effectively pointing to 'Won't You Be My Neighbor?' without using direct answer words. They highlight his focus on kindness, children's education, and community, which are central themes of the documentary.",1,"These clues are far too specific and only apply to the correct answer. They mention 'biographical piece about a public figure' and 'impact on the world around them', which are true for Mr. Rogers but not for 'Steve Jobs' or 'Cosmos' in a way that creates ambiguity. A truly misinformed clue would be something like 'This work explores a significant individual's contributions' which could apply to all.",5,These clues are excellent misdirection. The first clue ('tech innovator whose inventions revolutionized the world') strongly points to Steve Jobs. The second clue ('scientist who explored the mysteries of the universe') strongly points to 'Cosmos' (referencing Carl Sagan or Neil deGrasse Tyson). They are highly plausible for the incorrect answers and completely avoid the correct answer.,,3,"The informed clues are strong, but the misinformed clues are extremely weak, making the overall difficulty lean towards easy to moderate. If the misinformed clues were more ambiguous, it would be a 4.","The informed clues are excellent and highly specific to the correct answer. The fake clues are also very strong and effectively target the incorrect answers. The misinformed clues are the weakest part, as they are not ambiguous enough and fail to create productive confusion between the choices.",14,14,100%,17.1
