test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Nature,1,Mollusks,"Mollusks, Echinoderms, Cnidarians",4,Clues are descriptive and avoid direct answer words. They effectively highlight key characteristics of mollusks. Some clues are slightly more specific than others but still fit the criteria.,3,"The clue 'These organisms are commonly found in water or moist environments and play a role in their ecosystems' is true for mollusks, echinoderms, and cnidarians. The clue 'These are types of animals that are part of the animal kingdom and are diverse in form and function' is also true for all three. These clues create genuine ambiguity by focusing on shared, high-level biological classifications and habitats.",5,"The fake clues are highly effective at misdirecting to Echinoderms ('spiny skin', 'water vascular system') and Cnidarians ('stinging cells', 'watery habitats'). They use specific terminology for these groups and completely avoid characteristics of mollusks.",,3,"The informed clues are specific enough to point to mollusks for a knowledgeable player, while the misinformed clues create enough overlap to cause hesitation. The fake clues are very strong misdirectors, increasing the challenge. This combination offers a balanced difficulty.","The informed clues are well-crafted and descriptive of mollusks without being too obvious. The misinformed clues successfully create ambiguity by highlighting shared traits. The fake clues are excellent misdirectors, strongly pointing towards the incorrect options. The difficulty is appropriate for the game.",15,15,100%,17.1
6,Nature,2,Snails,"Octopus, Snails, Clams",5,"The clues are highly specific to snails, using descriptive language like 'spiraled shells,' 'move slowly,' 'secreting mucus,' and 'radula.' They avoid any words directly related to the answer or its synonyms. The clues offer multiple distinct angles that all converge on snails.",3,"These clues are factually true for all three choices (Octopus, Snails, Clams) as they are all invertebrates found in various habitats with ecological roles. They create some ambiguity, but the phrasing is a bit general and could lean towards aquatic life, which might not apply equally to all terrestrial snails. However, they fulfill the intersection test and don't eliminate any options.",5,"The first clue strongly points to 'Octopus' ('intelligence,' 'complex behaviors,' 'camouflage'). The second clue also strongly points to 'Octopus' ('aquatic,' 'change colors,' 'eight arms'). The third clue clearly describes 'Clams' ('two-part shell,' 'protects their soft body'). These are highly effective at misdirecting players to the incorrect choices while avoiding any hints towards snails.",,4,"The informed clues are very strong and specific, making it relatively easy to identify the correct answer if the player focuses on them. However, the misinformed clues are well-crafted to create plausible confusion, and the fake clues are excellent at misdirection, requiring careful analysis of all clues to distinguish the truth. This combination provides a good challenge.","The informed clues are excellent and precisely describe the target answer without using any forbidden words. The misinformed clues are adequate, fulfilling the intersection requirement, though they could be slightly more ambiguous. The fake clues are outstanding, effectively misdirecting to the incorrect options with high plausibility. The difficulty is well-balanced due to the strength of both the informed and fake clues.",15,15,100%,16.1
7,Nature,1,Arachnids,"Arachnids, Insects, Myriapods",5,"Clues are highly specific to arachnids, using precise biological details like 'two body segments', 'eight legs', 'produce silk', 'book lungs or tracheae', and 'venomous species'. No obvious answer contamination or synonyms.",3,"These clues are true for arachnids, insects, and myriapods as they are all terrestrial invertebrates. They create genuine ambiguity as all three groups fit these descriptions. The clues successfully avoid distinguishing details.",5,"The 'fake' clues are perfectly crafted to describe insects. 'Ability to fly', 'transformation during their life cycle' (metamorphosis), and 'three body parts and typically have six legs' are all hallmarks of insects and strongly point away from arachnids and myriapods, while being plausible distractors.",,3,"The informed clues are very strong, making the correct answer clear if one is familiar with basic biology. The misinformed clues create some initial confusion, but the fake clues are highly effective distractors for the wrong answer (insects). The difficulty is moderate.",The informed clues are excellent and precise. The misinformed clues are well-crafted for ambiguity and factual accuracy across all options. The fake clues are highly effective at misdirecting towards insects. The overall balance creates a good level of challenge.,15,15,100%,17.7
7,Nature,2,Spiders,"Spiders, scorpions, Mites",4,"The clues are descriptive and accurately point to spiders without using the word 'spider' or obvious synonyms. They cover key characteristics like eight legs, web-spinning, venom, and ecological role. The only slight weakness is the mention of 'chelicerae,' which is a very specific term that might be too easily identifiable for those with some knowledge, but overall it's strong.",3,"These clues are factually true for spiders, scorpions, and mites, as all are arthropods with exoskeletons and jointed appendages, and many are predators. However, the clue about 'complete change' (metamorphosis) is more strongly associated with insects and some other arthropods, making it less perfectly applicable to all three choices without some nuance. The pollination clue is entirely false for spiders and scorpions, and not a primary characteristic of mites, making it a fake clue, not a misinformed one.",5,"The 'fake' clues are excellent. The first clue about exoskeletons and multiple legs is true for all three options, but the second clue about 'complete change' is highly suggestive of insects, and the third clue about pollination is directly applicable to insects and plants, strongly misdirecting towards a hypothetical insect answer if it were an option, or generally away from spiders and scorpions. They are plausible but entirely unrelated to the correct answer.",Misinformed clues are not factually true for all choices.,3,"The informed clues are quite specific and accurate, which would make it relatively easy for someone familiar with these creatures. The misinformed clues are problematic as they are not universally true for all options, weakening their misdirection. The fake clues are strong misdirectors. The combination makes it moderately challenging.","The informed clues are well-crafted and specific to the answer. The misinformed clues fail the intersection test as the pollination clue is factually incorrect for spiders and scorpions. The fake clues are very effective at misdirecting away from the correct answer, likely towards an insect-based choice if one were present. The overall quality is decent, but the misinformed clues need revision to be truly shared truths.",15,15,100%,17.2
8,Nature,1,Reptiles,"Reptiles, Amphibians, Fish",4,"The clues are specific and descriptive, focusing on key characteristics like cold-bloodedness and scales. They effectively point to 'Reptiles' without using the answer word or its direct synonyms. The variety of phrasing adds good depth.",3,"These clues are factually true for all three options (Reptiles, Amphibians, Fish) as they are all vertebrates and have existed for millions of years. The first clue about habitats is also broadly true for all. They create ambiguity by highlighting shared, broad characteristics of the animal kingdom.",5,"These clues are highly effective at misdirecting to 'Fish' and 'Amphibians'. The first and third clues specifically describe fish, while the second clue strongly points to amphibians. They are plausible descriptions of those categories and completely avoid characteristics of reptiles.",,3,"The informed clues are specific enough to guide towards the correct answer, but the misinformed clues create enough plausible confusion to make it not too easy. The fake clues are strong distractions.",A well-constructed set of clues. The informed clues are strong and specific. The misinformed clues are good at creating ambiguity by focusing on broad shared traits. The fake clues are excellent misdirections towards specific incorrect answers.,15,15,100%,17.3
8,Nature,2,crocodiles,"lizards, Crocodiles, Turtles",5,"Clues are specific to crocodiles, using descriptive language like 'powerful jaws,' 'aquatic environments,' 'ambush hunting,' and 'ancient reptiles' without using the word 'crocodile' or its direct synonyms. They effectively highlight key characteristics that distinguish crocodiles from lizards and turtles.",3,"The misinformed clues accurately identify shared characteristics of all three choices: being animals, living near water, and having existed for a long time. They are factually true for all and create ambiguity by focusing on broad, shared traits. The first clue is good, but the second is a bit too general and less effective at creating confusion.",4,"The fake clues are well-crafted to point strongly towards 'lizards' (regrowing limbs) and 'turtles' (shells, slow movement). They are plausible descriptions for these incorrect options and completely avoid any connection to crocodiles.",,4,"The informed clues are highly specific and accurate, making the correct answer clear. The fake clues are also very strong misdirects to the incorrect options. The misinformed clues are adequate but not as strong as the others, leading to a challenging but fair puzzle.","This is a strong set of clues. The informed clues are excellent, providing specific details without revealing the answer. The fake clues are very effective misdirects. The misinformed clues are functional but could be slightly stronger in their ambiguity.",15,15,100%,17.5
9,Nature,1,Cnidarians,"Cnidarians, Echinoderms, Worms",4,"The clues are highly descriptive and specific to Cnidarians, effectively pointing to the correct answer without using answer words or synonyms. They touch upon key characteristics like stinging cells, radial symmetry, polyp/medusa forms, and ecological roles. The only minor improvement could be to ensure absolutely no hint of words that might be too close to synonyms or variations, though these seem well-crafted.",3,"The misinformed clues are factually true for all choices (Cnidarians, Echinoderms, Worms) and create genuine ambiguity. They describe general characteristics of multicellular aquatic or soil-dwelling animals (invertebrates) that are common to many life forms, making it difficult to distinguish without the informed clues. They are relevant enough to seem meaningful but not so specific as to point to one answer.",5,"The fake clues are excellent. They are highly specific and plausible descriptions of Echinoderms (external skeleton, tube feet, spines) and Worms (segmented bodies, closed circulatory system, underground movement). They strongly and directly mislead the player towards the incorrect choices while being completely unrelated to Cnidarians.",,3,"The combination of highly specific informed clues, genuinely ambiguous misinformed clues, and very targeted fake clues creates a balanced difficulty. The informed clues are strong enough for a good player to identify the answer, but the misinformed and fake clues provide enough distraction to make it challenging.",This set of clues is well-structured. The informed clues are precise and descriptive. The misinformed clues successfully capture the intersection of the choices without being overly vague. The fake clues are strong and effectively misdirect towards the incorrect options.,15,15,100%,16.9
9,Nature,2,Jellyfish,"Jellyfish, Sea anemone, Corals",4,"Clues are descriptive and avoid direct answer words. They clearly point to the correct answer by detailing unique characteristics like pulsations, stinging cells, bioluminescence, and life cycle stages. The clues are specific enough to be helpful without being overly explicit.",3,"The clues are factually true for all options (Jellyfish, Sea anemone, Corals) as they are all marine invertebrates with radial symmetry and move in water (though the mechanism differs). The clue about moving by contracting its body is a bit less true for corals which are sessile, but anemones and jellyfish do fit. The ambiguity is present, but 'simple body plans' and 'radial symmetry' are quite technical, and 'moves through water' is a bit too broad for corals. The clue about contracting its body is not true for corals.",5,"These clues are highly effective at misdirecting towards 'Sea anemone' and 'Corals'. The first clue strongly suggests a Sea anemone ('stationary organism', 'attaches itself to rocks', 'extending tentacles'). The second clue points directly to Corals ('forms colonies', 'secreting a hard skeleton'). The third clue, with 'star-shaped form with five appendages' and 'moving slowly on the seabed', strongly suggests a starfish, which is not an option, but the description of slow movement on the seabed could lead someone away from jellyfish.",,3,"The informed clues are quite specific and accurate, making the correct answer identifiable. However, the misinformed clues are designed to create plausible confusion, and the fake clues are very deceptive, requiring careful elimination. This balance leads to a moderate difficulty.","The informed clues are well-crafted and descriptive. The misinformed clues have a slight factual inaccuracy regarding corals' movement, which slightly weakens their effectiveness in creating perfect ambiguity. The fake clues are very strong and effectively target incorrect answers. The overall game design appears to be of good quality for a disinformer game.",15,15,100%,17.2
10,Nature,1,Herbs,"Shrubs, Herbs, Trees",4,"Clues are descriptive and avoid answer words. They effectively point to 'Herbs' by highlighting culinary use, aroma, soft stems, and medicinal properties. The clues are specific enough to distinguish from 'Trees' and 'Shrubs'.",3,"These clues are factually true for all options (Shrubs, Herbs, Trees) as they are all types of plants found in nature and can be used for various purposes. They create ambiguity by being general statements about plants, making it difficult to distinguish between the specific types without further information.",5,"These clues strongly and plausibly describe 'Trees' by focusing on height, woody structure, single trunks, and ecological roles, which are not characteristic of 'Herbs' or 'Shrubs'. They effectively misdirect away from the correct answer.",,3,"The informed clues are quite direct, but the misinformed clues provide enough plausible overlap to require careful consideration. The fake clues are strong misdirectors. It strikes a good balance.",The informed clues are well-crafted and specific to the answer. The misinformed clues successfully create ambiguity by focusing on shared characteristics of plants. The fake clues are excellent misdirectors for 'Trees'. The difficulty level is appropriate for a disinformer game.,15,15,100%,16.0
10,Nature,2,Mint,"Basil, Mint, coriander",4,"The clues are highly descriptive and accurately point to 'Mint' without using the word itself or obvious synonyms. They focus on sensory details, common uses, and botanical characteristics. There is no answer contamination. The clues are specific enough to strongly favor 'Mint' over the other options.",2,"These clues are too broad and could apply to several herbs. While technically true for mint, basil, and coriander in some contexts (e.g., adding flavor to food and beverages), they don't create genuine ambiguity because they are very general and don't offer specific shared characteristics that would make a player pause. The intersection is too weak.",5,"These clues are highly effective at misdirecting players towards 'Basil' (pesto) and 'Coriander' (Asian dishes, salads) respectively, while being entirely unrelated to 'Mint'. They are plausible and specific to the incorrect choices, making them strong distractors.",,3,"The informed clues are quite strong, pointing directly to the answer. However, the misinformed clues are weak, and the fake clues are strong distractors. This creates a moderate difficulty where a player needs to carefully distinguish between the precise informed clues and the deceptive fake ones, while not being significantly fooled by the weak misinformed clues.","The informed clues are excellent and specific. The fake clues are very strong and effectively target the incorrect options. The misinformed clues are too vague and fail to create meaningful ambiguity, which is a weakness in the misdirection strategy.",15,15,100%,16.7
