test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Places,1,Continent,"Country, Continent, Region",5,"All clues are precise, descriptive, and avoid answer contamination. They strongly point to 'Continent' without being overly obvious.",3,"The misinformed clues are factually true for all options (Country, Continent, Region) and create genuine ambiguity. They describe a general 'place' or 'area' where humans live and interact, which applies to all three categories, but don't provide distinguishing details.",5,"The fake clues are highly effective at misdirecting players towards 'Country' and 'Region'. The first fake clue directly defines a country, and the third describes a political entity with laws, both strongly pointing to 'Country'. The second fake clue describes a subdivision, which could plausibly be a 'Region' or even a 'Country' within a larger context, effectively diverting from 'Continent'.",,3,"The informed clues are strong, and the fake clues are well-crafted to misdirect. The misinformed clues are also appropriately ambiguous. This combination should provide a good challenge without being overwhelmingly difficult.","This set of clues is well-constructed for the disinformer game. The informed clues are precise, the misinformed clues create genuine ambiguity, and the fake clues are highly effective at misdirecting players to incorrect answers, particularly 'Country' and 'Region'.",15,15,100%,16.3
6,Places,2,Asia,"Africa, Asia, Europe",5,"Clues are highly specific and descriptive, using strong paraphrases that accurately point to Asia without using any answer words or synonyms. They cover size, population, diversity of culture, landscape, and history. No answer contamination or vagueness.",3,"These clues are true for all three continents (Africa, Asia, Europe) to some extent. 'Diverse cultures' and 'variety of climates' apply to all. However, they are not specific enough to create strong ambiguity, and the intersection of truth is quite broad, making them moderately effective for misdirection.",5,"The fake clues are excellent. The first strongly points to Africa ('lions, elephants, giraffes, savannas'). The second strongly points to Europe ('ancient ruins, historical sites, diverse European cultures'). The third points to a mountainous and beautiful region, which could plausibly be parts of Europe or Asia but is distinct enough to distract.",,3,"The informed clues are strong, but the misinformed and fake clues provide enough plausible distraction to make it a balanced challenge. The fake clues are particularly effective at misdirecting players.","The informed clues are exceptionally well-crafted, adhering strictly to the criteria. The misinformed clues are moderately effective, being true for all options but lacking deep specificity. The fake clues are strong and effectively target incorrect answers, contributing to a good overall difficulty.",15,15,100%,16.8
7,Places,1,State,"State, City, District",5,"Clues are highly specific and descriptive, using paraphrases that accurately point to 'State' without using the word itself or obvious synonyms. They highlight key characteristics like laws, government, territory, and identity within a larger country. No answer contamination or vagueness.",3,"The clues 'This is a place where people live and interact with each other, forming communities and societies.' and 'It is a location that can have a unique identity and culture shared by its residents or inhabitants.' are factually true for State, City, and District. They create genuine ambiguity by focusing on commonalities of human settlement and cultural identity, without providing distinguishing details for any single option. The ambiguity is productive for the game.",5,"The 'Fake' clues strongly and plausibly describe 'City' ('densely populated area', 'center of economic activity', 'cultural events, leisure activities, and various services') while being completely unrelated to 'State'. This provides excellent misdirection to an incorrect choice.",,3,"The informed clues are precise, and the misinformed clues create reasonable ambiguity. The fake clues are strongly misleading towards 'City'. This combination offers a good level of challenge without being overwhelmingly difficult.","The clues are well-crafted. Informed clues are excellent and avoid all pitfalls. Misinformed clues successfully hit the intersection of all choices, creating productive ambiguity. Fake clues are highly effective at misdirecting to 'City'.",15,15,100%,16.3
7,Places,2,Victoria,"Victoria, New South Wales, Queensland",4,"Clues are descriptive and avoid direct answer words. They point well to Victoria, mentioning the Great Ocean Road, gold rush history, and Victorian-era architecture. Some clues are slightly general but collectively strong. No answer contamination.",3,"These clues are true for all Australian states. They are factually accurate for Victoria, New South Wales, and Queensland, creating genuine ambiguity by focusing on broad characteristics of populated regions within Australia. They don't strongly favor any incorrect option over the correct one, nor do they eliminate any.",4,The 'fake' clues are well-crafted to strongly point to incorrect answers. The first clue about ports and maritime culture points strongly to New South Wales (Sydney). The second clue about deserts and canyons strongly suggests Queensland or Western Australia (though WA isn't an option). The third clue about tropical climate and rainforests points directly to Queensland. They are plausible and avoid any connection to Victoria.,,3,"The informed clues are specific enough to identify Victoria with some knowledge. The misinformed clues are broad enough to create some confusion, and the fake clues are strong distractors. This combination offers a moderate challenge.","The informed clues are good, with specific references to Victoria. The misinformed clues are suitably vague and true for all options. The fake clues are excellent distractors, plausibly pointing to incorrect options without being obviously wrong. The difficulty is well-balanced.",15,15,100%,16.7
8,Places,1,City,"State, City, District",5,"The clues are highly descriptive and avoid any direct mention of the answer. They effectively paint a picture of a city through its characteristics like population density, infrastructure, social activities, and diverse population. The clues are precise and avoid ambiguity.",3,"The misinformed clues are true for all options (State, City, District). 'A location that is often inhabited by people and frequently has buildings and infrastructure and services' applies to all. 'A place that is part of a larger administrative division within a particular country or region' also applies to all. This creates genuine ambiguity as intended.",5,"These clues are designed to strongly point towards 'State' or 'District' while being misleading for 'City'. 'A geographical area defined by specific boundaries, often governed by a central authority or government entity' and 'A subdivision of a larger territory, frequently used for administrative, political, or organizational purposes' are very strong descriptions for State or District, and less defining for City. 'A defined area within a larger region, often used for specific purposes, like voting or census' directly points to District.",,3,The informed clues are excellent and specific to 'City'. The misinformed clues create good ambiguity. The fake clues are strong misdirections towards the incorrect options. This combination offers a balanced challenge.,"The informed clues are excellent, providing rich detail without revealing the answer. The misinformed clues successfully create ambiguity across all three choices. The fake clues are well-crafted to mislead towards 'State' and 'District'. The game is well-balanced.",15,15,100%,16.2
8,Places,2,Hanoi,"Hanoi, Canberra, Washington, D.C.",5,"The clues are highly specific and descriptive of Hanoi, using details like the Old Quarter, French colonial buildings, street food, and the lake as a central point. They avoid any ambiguity and do not mention any of the other city names or variations.",3,"The misinformed clues are factually true for all four capital cities (Hanoi, Canberra, Washington D.C., and implicitly, even though it's not a capital, it's often discussed in similar contexts of national importance). They create genuine ambiguity by focusing on shared characteristics of capital cities and their governmental roles, without providing specific distinguishing details. The intersection test is met, as all are capital cities with significant government roles and a mix of modern/historical architecture.",4,"These clues are crafted to strongly point towards Washington D.C. The mention of 'iconic monuments and historical landmarks,' 'well-planned layout, wide avenues, and numerous government buildings,' and 'international diplomacy and global affairs' are all highly characteristic of Washington D.C. They effectively misdirect away from Hanoi, which is less known for these specific descriptions compared to D.C.",,3,"The informed clues are very strong, making Hanoi relatively easy to identify. However, the misinformed clues offer just enough plausible overlap for capital cities to create some initial hesitation. The fake clues are also quite effective in misdirecting to Washington D.C., adding another layer of challenge.","The informed clues are excellent and precise. The misinformed clues successfully identify a shared characteristic of all capital cities. The fake clues are well-designed to point towards Washington D.C. The difficulty is balanced, with strong informed clues making the correct answer discoverable, but the misinformed and fake clues adding sufficient challenge.",15,15,100%,17.1
9,Places,1,Commercial,"Commercial, Industrial, Residential",5,"Clues are highly specific to 'Commercial' without using forbidden words. They focus on the exchange of goods, services, retail, offices, entertainment, transactions, trade, economic activity, customer access, and visitor amenities, all directly pointing to the commercial nature of the area.",3,"The clues 'This is a place where people can gather, interact, and engage in various activities for different reasons.' and 'It is a location designed to accommodate human activity and is often a center of economic activity.' are true for Commercial, Industrial (workers gathering, economic activity of production), and Residential (people gathering, economic activity of local services/value). They create genuine ambiguity by focusing on shared aspects of human activity and economic function without being overly specific.",5,"The fake clues are excellent. 'This is an area where factories and manufacturing plants are typically located, focusing on production.' strongly points to Industrial. 'This type of area is primarily designated for housing and living, providing shelter for residents.' strongly points to Residential. 'A location with large-scale production, warehousing, and logistics operations is often present there and active.' also strongly points to Industrial. They completely avoid 'Commercial' and are highly plausible for their intended targets.",,3,"The informed clues are very strong, making 'Commercial' relatively easy to identify. However, the misinformed clues provide enough plausible overlap with other categories to prevent it from being a 1 or 2, requiring some thought to differentiate.",The informed clues are exceptionally well-crafted and specific. The misinformed clues successfully create ambiguity by identifying commonalities across all categories. The fake clues are highly effective at misdirecting players to incorrect answers.,15,15,100%,16.1
9,Places,2,Chadstone,"Chadstone, West Edmonton Mall, The Dubai Mall",4,"Clues are generally good, focusing on retail, architecture, and landmark status. They avoid direct answer words. Some clues could be slightly more distinct to avoid overlap, but overall they point well to Chadstone.",3,"These clues are true for all options: they are all large complexes facilitating various activities and popular destinations for shopping, dining, and leisure. They create genuine ambiguity as intended.",5,"These clues are highly effective at misdirecting. The first points strongly to West Edmonton Mall, the second to The Dubai Mall, and the third could plausibly apply to either of the incorrect options by focusing on water features or unique design elements that might be associated with them, while completely avoiding any mention of Chadstone.",,3,"The informed clues are specific enough to narrow down the options, but the misinformed and fake clues provide enough plausible misdirection to make it challenging enough for a game.","The informed clues effectively describe Chadstone without using answer words. The misinformed clues are well-crafted to be true for all options, creating ambiguity. The fake clues are excellent at misdirecting to the incorrect choices, significantly increasing the game's difficulty.",15,15,100%,16.9
10,Places,1,Historical Site,"Natural Feature, Urban Landmark, Historical Site",5,"The clues are highly specific and descriptive, using nuanced language that directly points to the concept of historical sites without using any forbidden words. They cover various aspects like preservation, storytelling, architecture, cultural value, and educational purpose, all of which are strongly associated with historical sites.",3,"These clues are factually true for all answer choices. 'Visited by tourists' and 'cultural or historical value' can apply to natural features (national parks), urban landmarks (Eiffel Tower), and historical sites (Colosseum). 'Symbol of a certain culture' also applies broadly. The ambiguity is genuine, making it a good misinformed clue.",5,These clues are excellent at misdirecting. The first and third clue strongly point to 'Natural Feature' by mentioning geological characteristics and formations. The second clue strongly points to 'Urban Landmark' by describing a bustling center of human activity and diverse population. They are plausible and avoid any hint of 'Historical Site'.,,3,"The informed clues are very strong, making the correct answer quite clear. The misinformed clues are well-crafted to create ambiguity, and the fake clues effectively misdirect to incorrect options. This balance makes it a moderately challenging game.",The informed clues are exceptionally well-written and specific to the target answer. The misinformed clues successfully create ambiguity by identifying shared characteristics across all options. The fake clues are highly effective in diverting attention to incorrect choices. The difficulty level is appropriate.,15,15,100%,16.7
10,Places,2,Colosseum,"Colosseum, Stonehenge, Machu Picchu",5,"The clues are precise and descriptive, avoiding answer contamination. They highlight key features and historical context of the Colosseum without being overly obscure. For example, 'constructed for gladiatorial contests' and 'complex system of tunnels' are very specific to the Colosseum.",3,"These clues are true for all choices. 'Impressive structure' and 'iconic symbol of a place' apply to the Colosseum, Stonehenge, and Machu Picchu. They create genuine ambiguity by focusing on shared characteristics of famous historical landmarks, making it difficult to distinguish between them based solely on these clues.",4,These clues are designed to mislead towards Stonehenge and Machu Picchu. 'Mystical atmosphere and connection to ancient rituals and celestial alignments' strongly suggests Stonehenge. 'Hidden high in the mountains and is known for its connection to a lost civilization' clearly points to Machu Picchu. They are plausible and avoid any direct mention of the Colosseum.,,3,The informed clues are specific enough to lead to the correct answer if analyzed carefully. The misinformed clues create enough ambiguity to make the player think. The fake clues are strong misdirections to the incorrect options. This balance makes for a moderately challenging game.,"The clues are well-crafted and adhere to the game's requirements. Informed clues are specific, misinformed clues create good ambiguity, and fake clues effectively misdirect to incorrect answers.",15,15,100%,16.7
