test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Songs,1,Country,"Country, Folk, Bluegrass",4,"The clues are generally good and descriptive of 'Country' music without using the word itself. Some clues are slightly more general ('prominent use of instruments', 'strong community and fan base') but are still strongly indicative of the correct answer. The clue about 'originating in the Southern United States' is a very strong indicator.",2,"The misinformed clues are too vague and could apply to almost any music genre. 'Instruments and vocal harmonies' and 'telling stories or expressing emotions' are not specific enough to create productive ambiguity between Country, Folk, and Bluegrass. They are too universally true for music.",5,"These clues are excellent misdirection. They strongly point to genres with complex arrangements and instrumental virtuosity, which are not characteristic of Country music but could plausibly describe other genres (though not explicitly listed here, they serve the purpose of diverting from Country).",,3,"The informed clues are strong enough to guide players towards the correct answer, but the misinformed clues are so weak that they don't offer much resistance. The fake clues are the main source of difficulty, effectively misdirecting players if they don't focus on the informed clues.",The informed clues are good and specific. The misinformed clues are too generic and fail to create meaningful ambiguity. The fake clues are effective at misdirection. The difficulty is moderate due to the strength of the fake clues countering the weakness of the misinformed ones.,14,14,100%,16.6
6,Songs,2,Friends in Low Places - Garth Brooks,"Jolene - Dolly Parton, Friends in Low Places - Garth Brooks, Take Me Home, Country Roads - John Denver",5,"The clues are precise and descriptive, focusing on the song's themes, artist's connection, and musical elements without using any forbidden words. They strongly point to the correct answer without being overly obvious.",1,"These clues are too vague and could apply to almost any song with lyrics about relationships or is enjoyable to sing along to. They do not create productive ambiguity because they don't specifically relate to the *choices* provided in a way that would confuse the player between them. They are universally true for many songs, not specifically the incorrect choices over the correct one.",5,"These clues are highly effective at misdirecting to 'Jolene' by Dolly Parton, using keywords and themes directly related to that song and artist without touching upon the correct answer.",,3,"The informed clues are strong enough to identify the correct answer for someone familiar with the song, while the fake clues provide a plausible but incorrect direction. The misinformed clues are too weak to cause significant confusion, keeping the difficulty moderate.","The informed clues are excellent, providing specific details without revealing the answer. The fake clues are very strong and effectively target 'Jolene'. The misinformed clues are too generic and fail to create productive ambiguity between the choices.",14,14,100%,18.2
7,Songs,1,Blues,"Blues, Rock, Soul",5,"The clues are highly specific and descriptive of the Blues genre without using the word 'blues' or obvious synonyms. They cover musical structure, origin, vocal characteristics, lyrical themes, instrumental focus, and influence, providing strong pointers to the correct answer.",2,"The misinformed clues are too general. While technically true for Blues, Rock, and Soul, they lack the ambiguity needed to confuse players effectively. 'Artistic presentation designed to be listened to' and 'form of artistic expression, often evoking strong emotions' could apply to almost any musical genre, making them not productively ambiguous.",4,"These clues are effective at misdirection. The first clue strongly suggests Rock with 'high-energy genre with fast tempos and driving rhythms, perfect for dancing and partying.' The second clue, 'complex arrangements and instrumental virtuosity, appealing to a wide range of listeners globally,' could also point towards Rock or even Soul, successfully diverting attention from Blues.",,3,"The informed clues are very strong, making the correct answer relatively easy to identify for someone familiar with music genres. However, the misinformed clues are weak, and the fake clues are good misdirectors. This balance, with strong informed clues and decent fake clues, places it in the middle difficulty range.","The informed clues are excellent and precisely target the correct answer. The fake clues provide good misdirection towards Rock. The misinformed clues, however, are too vague and do not create sufficient ambiguity for the intended purpose. They are factually true for all options but offer no real confusion.",14,14,100%,16.0
7,Songs,2,Cross Road Blues - Robert Johnson,"The Lemon Song - Led Zeppelin, Cross Road Blues - Robert Johnson, Stormy Monday - T-Bone Walker",5,"Clues are highly specific to the lore and musical characteristics of 'Cross Road Blues' without using forbidden terms. They cover narrative, musical style, lyrical themes, vocal delivery, and historical impact effectively. No obvious contamination or lack of distinct angles.",1,"These clues are far too vague and do not intersect with the incorrect choices. 'This song describes a journey and the challenges encountered along the way, often with a symbolic meaning' could apply to almost any song. 'The song's lyrics describe a particular moment in time and the emotions associated with it' is also extremely general. They fail the critical requirement of being true for ALL incorrect answers while also being true for the correct answer. They offer no productive ambiguity.",5,"These clues are excellent misdirection. The first clue ('tumultuous love affair, passion, heartbreak, reconciliation') strongly points towards 'The Lemon Song' by Led Zeppelin, which has a bluesy, often romantic or lustful lyrical theme. The second clue ('complex musical arrangements, extended instrumental sections, prominent displays of instrumental solo performances') is a hallmark of Led Zeppelin's style, particularly in songs like 'The Lemon Song', and less so for the other options.",,4,"The informed clues are very strong, but the misinformed clues are so weak that they don't provide the intended ambiguity for the game. The fake clues are strong misdirectors. This combination makes it moderately difficult, leaning towards hard if the player doesn't know the specific lore or musical styles of the incorrect options well enough to dismiss the fake clues quickly.","The informed clues are excellent and highly specific. The fake clues are also very effective at misdirecting towards 'The Lemon Song'. However, the misinformed clues are critically flawed; they are too vague and do not meet the requirement of being true for all incorrect options. This significantly weakens the 'misinformed' category's contribution to the game's ambiguity.",14,14,100%,16.4
8,Songs,1,Electronic,"Electronic, Dance, Techno",5,"Clues are highly specific to the correct answer, using descriptive language about sound production, instrumentation, and venue association without using forbidden words. They cover various aspects of the genre.",1,"The clues provided for 'MISINFORMED' are not factually true for all incorrect answers AND the correct answer. For instance, 'This kind of music can be played on the radio, at clubs, or for personal enjoyment across various platforms' is true for all choices. However, 'It is something that often accompanies many types of celebrations and is enjoyed by many people around the world' is also true for all choices. The critical requirement is that they MUST be true for ALL choices, including the correct answer. These clues are too general and don't create productive ambiguity because they don't strictly adhere to the 'true for all' rule. They are too broad and don't create confusion between specific incorrect options and the correct one.",5,"The 'FAKE' clues are excellent at misdirecting. They clearly describe characteristics associated with 'Dance' and 'Techno' (live performance, guitars, drums, vocals, bands, singers) while being entirely unrelated to the 'Electronic' answer. This creates strong plausible misdirection.",,3,"The 'INFORMED' clues are strong and specific, making the correct answer identifiable to someone familiar with the genre. The 'FAKE' clues are also strong and create good misdirection. The 'MISINFORMED' clues, however, are not well-constructed to meet the criteria of being true for all options, which weakens their contribution to ambiguity. Overall, the strong 'INFORMED' and 'FAKE' clues balance out the weaker 'MISINFORMED' ones, leading to a moderate difficulty.","The 'INFORMED' and 'FAKE' clues are well-crafted and serve their intended purposes effectively. The 'MISINFORMED' clues need significant revision to meet the strict criteria of being factually true for *all* choices (correct and incorrect) to create productive ambiguity. As they stand, they fail this critical requirement.",14,14,100%,16.8
8,Songs,2,Strobe - deadmau5,"Levels - Avicii, Strobe - deadmau5, Animals - Martin Garrix",4,"The clues are descriptive and accurately point to the progressive nature and sound design of 'Strobe'. They avoid direct answer words but are specific enough to differentiate it from the other choices, especially the instrumental focus and gradual build. A slightly lower score as some clues could *potentially* overlap with very long electronic tracks from other artists, but the combination strongly favors 'Strobe'.",2,"These clues are too general. While 'engaging and energetic atmosphere' and 'popular and well-known piece' are true for all three songs, they offer no real ambiguity. They are so broad that they don't create productive confusion; they simply state universal truths about popular electronic music. They don't effectively leverage the shared characteristics of the *incorrect* answers in relation to the correct one.",5,"These clues are highly effective at misdirection. 'Heartbreak and resilience' with 'powerful vocals and emotionally charged lyrics' strongly suggests 'Levels' by Avicii, which is known for its vocal samples and emotional impact. The second clue about 'upbeat rhythm' and 'joy and happiness' could also point to 'Animals' by Martin Garrix, which is more overtly energetic and crowd-pleasing. Neither clue relates to the instrumental, atmospheric, and progressive nature of 'Strobe'.",,3,"The informed clues provide good specificity for the correct answer, while the fake clues offer strong misdirection towards the incorrect options. The misinformed clues are weak, but don't detract significantly from the overall difficulty, which feels balanced for a 3-choice scenario.","The informed clues are well-crafted and accurately highlight the specific characteristics of 'Strobe'. The fake clues are excellent, creating plausible but incorrect associations with 'Levels' and 'Animals'. The misinformed clues are too general and could be improved by finding more nuanced shared characteristics between the incorrect answers and the correct one to create better ambiguity.",14,14,100%,17.2
9,Songs,1,Reggae,"Reggae, Ska, Heavy metal",5,"The clues are highly specific to Reggae, using descriptive language that accurately captures its key characteristics without using the answer word or direct synonyms. They cover rhythm, origin, lyrical themes, tempo, instrumentation, cultural associations, performance style, and global impact.",1,"These clues are too vague and do not meet the criteria of being factually true for ALL incorrect answers. For instance, 'relaxing and catchy rhythms' is not a primary defining characteristic of Heavy Metal, and 'vibrant and energetic culture' is debatable for Ska compared to Reggae.",5,"These clues are very effective at misdirecting players towards 'Heavy Metal'. The first clue perfectly describes Heavy Metal's common characteristics, and the second clue also points strongly towards it, while being completely unrelated to Reggae.",,4,"The 'informed' clues are very strong and specific, making the correct answer relatively easy to identify if a player knows about music genres. However, the 'fake' clues are highly misleading and well-crafted, creating significant confusion for those who are less familiar with the nuances of these genres. This balance between precise correct clues and deceptive incorrect clues makes it a challenging game.","The 'informed' clues are excellent, providing detailed and accurate descriptions of Reggae. The 'fake' clues are highly effective misdirection for Heavy Metal. The 'misinformed' clues fail to meet the criteria of being true for all incorrect answers and are too vague, thus not contributing to productive ambiguity. The difficulty is appropriately high due to the strong fake clues.",14,14,100%,16.9
9,Songs,2,One Love - Bob Marley,"Hotel California - Eagles, One Love - Bob Marley, Rude - MAGIC!",5,"The clues are highly specific to 'One Love' by Bob Marley, touching on its message of unity, iconic status, cultural impact, and musical characteristics without using forbidden words. Each clue highlights a distinct facet of the correct answer.",1,"These clues are too vague and do not meet the critical requirement of being true for ALL choices, including incorrect ones. They are essentially just generic statements about popular music that could be true for many songs and offer no productive ambiguity for this specific set of choices.",5,"These clues are excellent misdirection. The first clue strongly points to 'Hotel California' with its mention of guitar solos and drumming, while the second clue points to 'Rude' with its themes of heartbreak and longing. Both are plausible distractors and completely avoid the correct answer.",,3,"The 'informed' clues are very strong, making the correct answer identifiable for those familiar with the song. However, the 'fake' clues provide significant misdirection, requiring a deeper knowledge of the songs or careful elimination to avoid being led astray. This balance creates a moderate difficulty.","The 'informed' clues are well-crafted and specific to the correct answer. The 'fake' clues are highly effective at misdirecting towards incorrect options. The 'misinformed' clues are too generic and do not fulfill the requirements for ambiguity, being factually true for all choices.",14,14,100%,17.2
10,Songs,1,Folk,"Folk, Jazz, Blues",5,"The clues are highly specific to 'Folk' music without using any of the forbidden words. They highlight acoustic instrumentation, storytelling, oral tradition, simple melodies, social commentary, specific instruments (guitar, banjo, harmonica), lyrical themes, call-and-response, rural origins, and authenticity. Each clue points directly and uniquely to 'Folk' music.",2,"The misinformed clues are too vague and essentially describe all music ('This genre often involves the use of vocals and instruments to create sounds that people can listen to.' and 'It is a form of musical expression that involves creating melodies and rhythms for people to enjoy.'). While factually true for Folk, Jazz, and Blues, they offer no productive ambiguity because they are so universally applicable to any music genre. They don't create confusion between the choices, but rather fail to distinguish any of them.",5,The fake clues are excellent misdirections. The first clue ('This genre often uses complex harmonies and improvisational solos to create a unique and complex soundscape.') strongly points to 'Jazz'. The second clue ('This genre's music is known for its syncopated rhythms and the use of brass instruments in its music.') also strongly points to 'Jazz' and could also potentially apply to certain aspects of 'Blues' but not as directly as 'Jazz'. Neither clue has any relevance to 'Folk'.,,3,"The informed clues are very strong and specific, making the correct answer clear to someone familiar with music genres. The fake clues provide good misdirection towards Jazz. The misinformed clues are too weak to significantly impact difficulty. Overall, it strikes a reasonable balance.","The informed clues are exceptionally well-crafted for specificity without contamination. The fake clues are highly effective in misdirecting towards Jazz. The misinformed clues are too generic and fail to create productive ambiguity, which is the main area for improvement. The difficulty is appropriate for a game scenario where informed clues should be strong and fake clues should be plausible distractions.",14,14,100%,17.5
10,Songs,2,Blowin' in the Wind - Bob Dylan,"Take Me Home, Country Roads - John Denver, Blowin' in the Wind - Bob Dylan, American Pie - Don McLean",4,Clues are precise and avoid answer words. They focus on the thematic and structural elements of the song. Some clues are slightly repetitive in their focus on questioning and seeking truth.,2,The misinformed clues are too general and lack the specificity needed to create productive ambiguity. They could apply to almost any popular song. They do not create confusion between the correct and incorrect answers.,5,"These clues effectively target 'Take Me Home, Country Roads' by describing its lyrical content about landscapes and journeys, while being completely unrelated to 'Blowin' in the Wind'.",,3,"The informed clues are strong enough to point towards the correct answer, but the misinformed clues are too weak to create significant confusion. The fake clues are effective misdirection.",The informed clues are good and specific. The fake clues are excellent misdirection. The misinformed clues need to be more robust to create actual ambiguity between the choices.,14,14,100%,16.9
