test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Songs,1,Country,"Country, Folk, Bluegrass",5,"Clues are highly specific to Country music, using descriptive language without revealing the answer word. They cover instrumentation, vocal styles, themes, geographic connections, and artistic inspiration. No answer contamination or synonyms detected.",3,"The provided 'misinformed' clues are too vague and lack the specificity needed to create genuine ambiguity. They describe broad aspects of music in general ('artistic expression,' 'musical notes and lyrics') which are true for all genres, including Country, Folk, and Bluegrass, but they don't offer any distinguishing characteristics that could plausibly lead a player astray by creating confusion between the specific choices. They fail the elimination test by being universally true and lack the thematic depth to be a good misdirection.",5,"The 'fake' clues are excellent. The first clue ('acoustic instruments,' 'storytelling,' 'community') strongly points to Folk. The second clue ('complex harmonies,' 'intricate instrumental arrangements,' 'mandolins') strongly points to Bluegrass. The third clue ('nature,' 'simple pleasures') also leans towards Folk. They effectively misdirect away from Country by highlighting characteristics of the other genres.",,3,"The informed clues are strong and specific, making the correct answer identifiable. The fake clues are also effective at misdirecting to Folk and Bluegrass. The misinformed clues are too weak to significantly impact difficulty. The overall balance provides a moderate challenge.","The informed clues are well-crafted and highly specific to the target answer. The fake clues are very effective at misdirecting to the incorrect choices, particularly Folk and Bluegrass. The misinformed clues are too generic and fail to create meaningful ambiguity. The difficulty is appropriately set for a game of this nature.",15,15,100%,15.9
6,Songs,2,Friends in Low Places - Garth Brooks,"Jolene - Dolly Parton, Friends in Low Places - Garth Brooks, Take Me Home, Country Roads - John Denver",4,"The clues are good, very descriptive of the correct answer without using forbidden words. They focus on themes of belonging, social settings, and anthemic qualities. One slight improvement could be to avoid mentioning 'worldwide' as it might be too specific.",3,These clues are factually true for all options as they are all songs that entertain and convey emotions. They create genuine ambiguity by being broad statements about music's function. They don't eliminate options and avoid specific plot points.,5,"These clues are excellent at misdirecting to the incorrect answers. 'Jolene' is strongly suggested by the first clue, 'Take Me Home, Country Roads' by the second, and 'Jolene' again by the third. They completely avoid any hint of the correct answer.",,3,"The informed clues are quite strong, making the correct answer identifiable with careful consideration. The misinformed and fake clues are well-crafted to create plausible but incorrect paths, balancing the difficulty.",A well-constructed set of clues. The informed clues are specific and accurate to the target answer. The misinformed clues successfully identify the intersection of all options. The fake clues are highly effective misdirections to the incorrect choices.,15,15,100%,15.9
7,Songs,1,Blues,"Blues, Rock, Soul",5,"Clues are highly specific to Blues without using answer words. They cover historical origin, musical structure (12-bar, blue notes, call-and-response, shuffle/swing rhythm), thematic content (sadness, hardship, resilience, stories of struggle/love/loss), and influence on other genres. All clues precisely point to Blues and exclude Rock and Soul.",3,"Clues are factually true for Blues, Rock, and Soul. They are too general to distinguish between the genres, fulfilling the misinformed criteria of being true for all choices and creating ambiguity. They avoid specific musical terminology that would favor one genre.",5,"These clues effectively misdirect away from Blues. The first clue points strongly towards Rock (high energy, complex instrumentation, long instrumental solos). The second clue could apply to Rock or Soul (strong rhythms, vocal harmonies, danceable). The third clue strongly suggests Soul (soulful vocals, complex arrangements, horn section). None of these descriptions are characteristic of Blues.",,3,"The informed clues are very strong and specific, making the correct answer clear for those familiar with music genres. The misinformed clues are sufficiently ambiguous to create some confusion, and the fake clues provide plausible but incorrect alternatives. This combination offers a balanced challenge.","This is a well-constructed set of clues for the disinformer game. The informed clues are precise and restrictive. The misinformed clues successfully create ambiguity by being true for all options. The fake clues are well-crafted to target specific incorrect answers, effectively misdirecting the player.",15,15,100%,16.3
7,Songs,2,Cross Road Blues - Robert Johnson,"The Lemon Song - Led Zeppelin, Cross Road Blues - Robert Johnson, Stormy Monday - T-Bone Walker",5,"The clues are highly specific and descriptive, directly pointing to the lyrical and musical elements of 'Cross Road Blues' without using any forbidden terms or synonyms. They focus on the narrative of a crossroads, spiritual implications, temptation, consequence, isolation, desperation, sliding guitar technique, vocal delivery, Delta Blues influence, fate, choice, and foreboding, all of which are unique to Robert Johnson's song. The clues do not overlap with the other choices.",1,"These clues fail the intersection test. The first clue, 'A creative form that uses artistic expression to convey emotion, and to engage audiences with its message and intent,' is too generic and true for almost any song, not specific enough to create ambiguity between the choices. The second clue, 'The song has a powerful vocal performance, which often makes it popular with its listeners,' is also too broad and doesn't create a specific intersection of truth that would be equally applicable and misleading for all three choices. It doesn't meet the criteria of being true for ALL answer choices simultaneously and failing the elimination test.",5,"The fake clues are highly effective. 'The song is a high-energy, guitar-driven track that showcases the band's instrumental prowess and catchy hooks' strongly points to 'The Lemon Song' by Led Zeppelin. 'The song tells a narrative about a journey through a desolate landscape, filled with danger and uncertainty' could plausibly describe 'Cross Road Blues' but also potentially 'The Lemon Song' if interpreted broadly. 'The song is a soulful ballad that showcases the singer's vocal ability and emotional depth' strongly points to 'Stormy Monday' by T-Bone Walker. These are designed to mislead away from the correct answer and towards the incorrect ones.",,4,"The difficulty is high due to the excellent quality of the informed clues which are very precise and exclusionary, and the highly effective fake clues that strongly misdirect to the incorrect options. The misinformed clues are weak, which might make it easier if the player relies on them, but the overall construction with strong informed and fake clues makes it challenging.","The informed clues are exceptionally well-crafted, providing highly specific details that pinpoint the correct answer without ambiguity. The fake clues are also very strong, effectively misdirecting players towards the incorrect options. The misinformed clues are the weakest part of the analysis, failing to create meaningful ambiguity across all choices. The overall difficulty is high due to the strength of the informed and fake clues.",15,15,100%,16.7
8,Songs,1,Electronic,"Electronic, Dance, Techno",5,"The clues are highly specific to 'Electronic' music without using any forbidden words or synonyms. They focus on production methods (synthesizers, DAWs), sonic characteristics (repetitive patterns, atmospheric textures), common venues (nightclubs, festivals), and the role of technology (digital technology, innovation). Clue 5 mentions incorporating elements of other styles, which is true but still strongly points to electronic as a broad category that blends genres. Clue 8 is a good summary of the core concept. The clues effectively eliminate 'Dance' and 'Techno' by highlighting the broader scope and technological focus of 'Electronic' as a primary genre category.",3,"Clue 1: 'This type of music is designed to be listened to, enjoyed, and appreciated by audiences of all ages.' This is true for Electronic, Dance, and Techno. All music is designed for listening and enjoyment. Clue 2: 'This form of music uses sound to create an emotional connection with the listener, expressing ideas and feelings.' This is also true for all three genres. The clues are factually accurate for all choices and create genuine ambiguity by focusing on the universal purpose and effect of music, making it difficult to distinguish between the specific genres based on these statements alone.",5,"The 'Fake' clues are highly effective. Clue 1 ('complex vocal harmonies and instrumentation, and often features a full orchestra') strongly points to Classical or Orchestral music, not any of the choices. Clue 2 ('use of guitars, bass, and drums, which are central to its sound') is a classic description of Rock or Pop, not Electronic, Dance, or Techno. Clue 3 ('strong storytelling with characters, plots, and emotional depth in its lyrics') is characteristic of Folk, Ballads, or Narrative songs, again, not the given choices. These clues are designed to misdirect strongly to entirely different musical categories.",,3,"The 'Informed' clues are very strong and specific, making the correct answer discoverable for someone familiar with music genres. The 'Misinformed' clues provide a decent level of ambiguity without being too obviously false. The 'Fake' clues are excellent misdirection. This combination creates a balanced challenge.","The analysis is well-structured. The 'Informed' clues are excellent, adhering strictly to the criteria and avoiding answer contamination. The 'Misinformed' clues successfully create ambiguity by highlighting shared, fundamental aspects of music. The 'Fake' clues are highly effective misdirection, pointing plausibly to other genres. The scoring reflects these strengths.",15,15,100%,16.8
8,Songs,2,Strobe - deadmau5,"Levels - Avicii, Strobe - deadmau5, Animals - Martin Garrix",5,"The clues are highly specific and descriptive, using precise language to detail the song's structure, atmosphere, and progression without using any answer words or obvious synonyms. They accurately point to 'Strobe' by deadmau5.",3,"These clues are factually true for all three choices, as all are popular electronic music tracks that can evoke emotion and be enjoyed by a wide audience. They create ambiguity by focusing on general positive attributes of music, effectively preventing the elimination of any option based on these statements alone.",5,"These clues are designed to strongly mislead. The first two could plausibly describe 'Animals' (upbeat, driving beat, catchy, club music). The third specifically points towards a female vocalist, which is not present in any of the options, but the phrasing could be interpreted loosely or as a deliberate misdirection to avoid the instrumental nature of the correct answer.",,4,"The informed clues are very strong and specific, making the correct answer relatively clear to someone familiar with the track. However, the misinformed and fake clues are designed to create significant confusion, especially if the player is not intimately familiar with all three songs, raising the difficulty.","The informed clues are excellent, providing precise and unique descriptors for 'Strobe'. The misinformed clues successfully identify a shared, high-level characteristic without being overly vague. The fake clues are well-crafted to misdirect towards 'Animals' and to generally confuse by introducing elements not present in any choice. The difficulty is moderate to high due to the quality of the misdirection.",15,15,100%,17.0
9,Songs,1,Reggae,"Reggae, Ska, Heavy metal",5,Clues are highly specific to the correct answer and avoid any overlap with the incorrect choices. They use descriptive language and avoid direct synonyms or variations of the answer word.,3,These clues are true for all options as they are all musical genres. They are vague enough to apply broadly but not so vague as to be meaningless. They create genuine ambiguity without pointing towards any specific answer.,5,"These clues are highly effective at misdirecting players towards 'Heavy metal' by highlighting its characteristic fast tempo, heavy guitar riffs, aggressive vocals, complex arrangements, and themes of fantasy and mythology, while completely avoiding any elements of 'Reggae'.",,3,"The informed clues are very strong, making the correct answer clear to those familiar with music genres. The fake clues effectively misdirect towards a specific wrong answer. The misinformed clues are generic enough to provide some ambiguity but not enough to significantly hinder identification of the correct answer given the strong informed clues.","The informed clues are excellent and precisely target the correct answer. The fake clues are also very effective at misdirecting towards 'Heavy metal'. The misinformed clues, while factually correct for all options, are not strong enough to create significant confusion due to the strength of the other clue types.",15,15,100%,16.7
9,Songs,2,One Love - Bob Marley,"Hotel California - Eagles, One Love - Bob Marley, Rude - MAGIC!",5,"The clues are highly specific to 'One Love' without using any forbidden words. They focus on themes of unity, peace, togetherness, hope, understanding, universal love, acceptance, social justice, spiritual consciousness, and communal/inclusive feeling. The musical descriptions like 'gentle rhythm', 'simple structure', 'distinctive bassline', 'memorable melody', and 'call-and-response vocal style' also align perfectly. The score is high because these clues are precise and effectively isolate the correct answer.",3,"These clues are true for all three songs. All three are songs with powerful vocals and musical arrangements. All three are recognized for memorable lyrics that tell a story or express feelings. The ambiguity is genuine and productive, making it difficult to distinguish based on these clues alone.",4,"The 'Fake' clues are designed to strongly point to 'Hotel California' (introspective lyrics, heartbreak, complex musicality, narrative of personal struggle/triumph with guitars) and 'Rude' (themes of freedom/rebellion, raw/energetic vocals). They are plausible enough to misdirect players away from 'One Love' while avoiding any direct overlap with its specific themes or musical characteristics.",,3,"The 'Informed' clues are very strong and specific, making the correct answer discoverable if analyzed carefully. However, the 'Misinformed' clues are well-crafted to create genuine ambiguity, and the 'Fake' clues provide plausible misdirection to incorrect answers. This balance creates a moderate difficulty level.","The informed clues are excellent, providing precise and descriptive hints that strongly point to 'One Love'. The misinformed clues are well-balanced, offering true but non-discriminatory statements for all options, fostering ambiguity. The fake clues are effective in misdirecting towards the incorrect choices. The overall structure and quality of clues are good for a disinformer game.",15,15,100%,16.7
10,Songs,1,Folk,"Folk, Jazz, Blues",5,"The clues are highly specific to Folk music, using descriptive language that avoids direct synonyms or variations of the answer word. They highlight key characteristics like acoustic instruments, storytelling, rural origins, community emphasis, narrative focus, plain language, protest connections, and call-and-response. The clues do not overlap with the other genres presented.",3,"These clues are factually true for all three genres (Folk, Jazz, Blues) as they all involve listening to music, instruments, vocals, conveying emotions, and ideas. They create ambiguity by being very general descriptions of music itself, making them applicable to any musical genre. However, they don't strongly pull towards any specific incorrect answer, serving more as a baseline of what music is rather than a misdirection.",5,"These clues are excellent at misdirecting players towards Jazz and Blues. The mention of 'improvisation and syncopation,' 'complex harmonies and instrumental solos,' and 'blue notes,' 'hardship and resilience' are all strong identifiers for Jazz and Blues, while being less central or characteristic of Folk music. They are plausible descriptions for the incorrect choices and effectively avoid describing Folk music.",,3,"The informed clues are strong and specific, pointing clearly to Folk. The misinformed clues are general enough to be true for all but not strongly misleading. The fake clues are well-crafted to point away from Folk and towards Jazz/Blues. This balance creates a moderate difficulty where careful reading of the informed clues is key.",The informed clues are excellent and precisely define Folk music without using answer-related terms. The misinformed clues are appropriately general. The fake clues are highly effective at misdirecting towards Jazz and Blues. The overall set provides a good challenge.,15,15,100%,16.6
10,Songs,2,Blowin' in the Wind - Bob Dylan,"Take Me Home, Country Roads - John Denver, Blowin' in the Wind - Bob Dylan, American Pie - Don McLean",5,"Clues are highly specific to 'Blowin' in the Wind' without using any of the answer words or their direct synonyms. They focus on its rhetorical questioning, protest anthem status, and enduring themes of peace, war, and freedom. The descriptive language ('rhetorical questions about peace, war, and freedom's true meaning,' 'symbol of the civil rights movement and anti-war protests,' 'questions about humanity's purpose') perfectly isolates the correct answer.",3,"These clues are true for all options. 'Widely recognized for its contribution to music history and cultural impact' applies to all three iconic songs. 'The song's lyrics reflect on life experiences and the emotions people feel in their daily lives' is also broad enough to encompass the lyrical content of all three, creating genuine ambiguity.",4,"The first fake clue ('lively, upbeat tune that celebrates the beauty of natural landscapes and simple living') strongly points to 'Take Me Home, Country Roads.' The third fake clue ('sentimental ballad that tells a story of love, loss, and the enduring power of memories') could plausibly apply to 'American Pie' or even 'Take Me Home, Country Roads' to some extent, but the first clue is particularly effective misdirection away from 'Blowin' in the Wind.'",,4,"The informed clues are excellent and specific, making the correct answer discernible for those familiar with the songs. However, the misinformed clues are well-crafted to create plausible confusion, and the fake clues are strong misdirectors. This combination makes it challenging but not impossible, leaning towards difficult.","The informed clues are highly effective and specific. The misinformed clues successfully identify a shared intersection of truth among all options, creating ambiguity. The fake clues are well-designed to pull players towards incorrect answers, particularly 'Take Me Home, Country Roads.' The overall difficulty is appropriate for a challenging game.",15,15,100%,16.3
