test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Sports,1,Motor sports,"Physical sports, Mind sports, Motor sports",5,"Clues are highly specific to motor sports, using descriptive language like 'vehicles,' 'driving them at high speeds,' 'specialized machines,' 'tracks,' 'powerful engines,' and 'teams working together to optimize vehicles.' They effectively avoid common synonyms or direct mentions of the answer.",3,"These clues are factually true for all three categories (Physical sports, Mind sports, Motor sports). 'Human skill, physical exertion, and strategic thinking' applies to physical sports, is a core component of mind sports (strategy), and is crucial for motor sports (physical exertion and strategic thinking). 'Popular worldwide and watched by many people' is also a universal truth for all three. They create genuine ambiguity by focusing on shared aspects of competition and popularity.",4,"The 'fake' clues are well-crafted to misdirect. The first one ('tests mental acuity and strategic planning') strongly points to 'Mind sports'. The second ('exert physical power, stamina, and flexibility') and third ('contests of intellect and strategy, requiring keen focus and mental prowess') could also plausibly point to 'Physical sports' or 'Mind sports' respectively, effectively steering players away from 'Motor sports'.",,3,"The informed clues are excellent and specific. The misinformed clues are good at creating ambiguity. The fake clues are strong misdirections. This combination creates a balanced difficulty, challenging but not impossible.","The provided clues are well-structured and adhere to the game's criteria. The informed clues are precise and descriptive without using answer words. The misinformed clues successfully identify an intersection of truths across all categories, creating plausible ambiguity. The fake clues are effective misdirections towards the incorrect options.",15,15,100%,16.3
6,Sports,2,Formula One,"Formula One, Kart Racing, Powerboating",5,"The clues are highly specific and descriptive, using precise language to point directly to Formula One without using any forbidden words or synonyms. They cover various aspects like speed, technology, global nature, strategy, aerodynamics, pit stops, regulations, rivalries, and glamour, all of which are quintessential to Formula One and not easily applicable to the other choices.",3,"These clues are true for all choices. 'High speeds' and 'skill' apply to F1, Kart Racing, and Powerboating. 'Closed circuits' is true for F1 and Kart Racing, but powerboating races also have defined courses. 'Human skill, strategic thinking, and pursuit of victory through speed' is a good intersection.",5,"These clues are excellent at misdirecting. The first clue strongly points to Kart Racing ('smaller, simpler vehicles, accessibility, grassroots'). The second and third clues strongly point to Powerboating ('vessels across bodies of water', 'boats and high speeds on water bodies'). They effectively avoid any overlap with Formula One.",,3,"The informed clues are very strong and specific, making the correct answer clear if one understands Formula One. The misinformed clues create some ambiguity, but the fake clues are quite strong misdirectors. The overall balance makes it a moderately challenging game.","The informed clues are exceptionally well-crafted, providing precise and exclusive details about Formula One. The misinformed clues successfully identify a shared intersection of concepts among all choices, creating genuine ambiguity. The fake clues are highly effective at misdirecting players towards Kart Racing and Powerboating by using very specific language associated with those activities.",15,15,100%,16.5
7,Sports,1,Combat sports,"Combat sports, Ball games, Esports",4,"Clues are descriptive and avoid direct answer words. They effectively highlight the physical and mental aspects of combat sports. Some clues could be slightly more distinct from each other, but overall good.",3,"These clues are true for all three categories (Combat sports, Ball games, Esports) as they all involve competition, skill, strategy, and mental focus. They create ambiguity by focusing on universal aspects of competitive activities, making it difficult to immediately distinguish between them without considering the informed clues.",5,"These clues strongly point towards 'Ball games' by mentioning spherical objects, nets, goals, and hitting balls across fields. They are completely unrelated to 'Combat sports' and 'Esports', effectively misdirecting players away from the correct answer.",,3,"The informed clues are specific enough to point towards combat sports, but the misinformed clues are crafted to create genuine ambiguity by focusing on shared characteristics of competitive activities. The fake clues are highly deceptive for ball games. This balance creates a moderate challenge.","The informed clues accurately describe combat sports without using forbidden words. The misinformed clues are well-crafted to apply to all categories, fostering ambiguity. The fake clues are excellent at misdirecting towards ball games. The difficulty level is appropriate.",15,15,100%,16.4
7,Sports,2,Taekwondo,"Karate, Judo, Taekwondo",4,"Clues are descriptive and avoid direct answer words. They effectively highlight the unique aspects of Taekwondo, such as the emphasis on dynamic kicking, its Korean origin, and the specific competition elements. Some clues could be slightly more abstract to avoid overlap with general martial arts concepts, but overall good.",3,"These clues are true for all three martial arts (Karate, Judo, Taekwondo) in a very general sense. They describe the fundamental nature of competitive combat sports and the dedication of athletes. This creates genuine ambiguity as all three options fit this description. The clues are not too specific to any one option and don't contain unique details.",3,"The first fake clue strongly points to Judo ('throw opponents to the ground using grips, throws, and grappling techniques'). The second fake clue could point to Karate or Taekwondo ('striking opponents with fists, elbows, knees, and feet'). The third fake clue could point to Judo or Karate ('subdue the opponent by applying joint locks, chokeholds, or pins'). They are plausible for incorrect options and avoid direct mention of Taekwondo's dominant kicking focus.",,3,"The informed clues are specific enough to guide towards Taekwondo, but the misinformed clues provide a good level of ambiguity. The fake clues offer plausible distractions. This creates a balanced difficulty.","The informed clues effectively describe Taekwondo without using its name or direct synonyms. The misinformed clues are well-crafted to apply to all options, creating good ambiguity. The fake clues are plausibly misleading towards Karate and Judo. The difficulty level seems appropriate.",15,15,100%,15.9
8,Sports,1,Esports,"Combat sports, Ball games, Esports",5,"Clues are precise, descriptive, and avoid answer contamination. They clearly point to Esports without ambiguity.",3,"The misinformed clue 'A competitive activity involving physical or mental exertion, often with rules and a specific objective to win.' is true for all choices. It creates genuine ambiguity as all are competitive activities with rules and objectives. It doesn't strongly point to any single incorrect answer over another, nor does it exclude the correct answer.",5,"The fake clues are highly effective. The first clue 'Athletes engage in physical contests, showcasing strength, agility, and endurance in a structured and organized setting.' strongly points to Combat sports. The second clue 'Teams compete using a ball, aiming to score points by maneuvering the ball into a goal or designated area.' strongly points to Ball games. The third clue 'Participants engage in direct physical confrontation, utilizing various techniques to defeat their opponents in battle.' also strongly points to Combat sports. They are plausible and avoid any hint of the correct answer.",,3,"The informed clues are very clear, making the correct answer obvious. The misinformed clue provides some ambiguity, but it's not so strong as to make it difficult. The fake clues are well-crafted to misdirect, but the overall balance leans towards a moderate difficulty.","The informed clues are excellent and specific to the answer. The misinformed clue is a good example of intersectional ambiguity. The fake clues are very strong and effectively misdirect to the incorrect options, creating good misdirection.",15,15,100%,16.3
8,Sports,2,League of Legends,"League of Legends, Dota 2, Valorant",5,"The clues are highly specific to League of Legends, using terms like 'champions' (which is unique to LoL's terminology compared to Dota 2's 'heroes' or Valorant's 'agents'), 'destroying the enemy base' (Nexus), and 'gain experience and gold' (which, while present in other MOBAs, is described in a way that strongly hints at LoL's implementation). They avoid answer contamination and cover distinct aspects of the game.",3,"These clues accurately describe the intersection of all three games. They are true for League of Legends (teamwork, strategy, communication), Dota 2 (teamwork, strategy, communication), and Valorant (teamwork, strategy, communication). They don't contain distinguishing details and create genuine ambiguity.",5,"These clues are highly effective at misdirecting to the incorrect choices. The first clue strongly points to Dota 2 (turn-based is incorrect, but 'virtual world, battling for control of territories and resources' fits). The second clue perfectly describes Valorant ('fast-paced environment, shooting each other in a series of rounds, with objectives'). The third clue could plausibly describe Dota 2 ('fantasy setting, engaging in battles and quests to level up and gain power') and avoid mentioning League of Legends.",,3,"The informed clues are very specific, making the correct answer quite clear for someone familiar with the games. However, the misinformed clues are well-crafted to create ambiguity for those less familiar, and the fake clues offer strong misdirection. This balance results in a moderate difficulty.","The informed clues are excellent, providing precise details that strongly point to League of Legends without explicitly naming it. The misinformed clues are well-constructed to capture the shared essence of all three choices, creating good ambiguity. The fake clues are particularly strong, effectively misdirecting to Dota 2 and Valorant with plausible descriptions.",15,15,100%,16.0
9,Sports,1,Ball games,"Combat sports, Ball games, Esports",5,"The clues are highly specific and descriptive, using precise language to define 'Ball games' without using any forbidden words. They effectively highlight key characteristics such as the use of a spherical object, teamwork, strategy, scoring, and global prevalence. The clues strongly point to 'Ball games' while effectively excluding the other options.",3,"These clues are factually true for all three options. Combat sports, Ball games, and Esports all involve competition, physical or mental exertion, and are enjoyed by many worldwide. They create genuine ambiguity as they don't point to any single category definitively, fulfilling the criteria for a good misinformed clue.",5,"These clues are excellent examples of fake clues. The first and third clues strongly and plausibly describe 'Combat sports' by focusing on physical altercations, strength, technique, and striking/grappling. The second clue is perfectly crafted to describe 'Esports' by mentioning competitive video gaming, virtual environments, strategy, skill, and reflexes. None of these clues relate to 'Ball games', ensuring strong misdirection.",,3,"The informed clues are very strong, making the correct answer relatively clear if one pays close attention to the descriptive language. The misinformed clues provide a good layer of distraction by being true for all options, and the fake clues are well-crafted to pull players towards the incorrect answers. This combination creates a balanced difficulty level.","The informed clues are exceptionally well-written and precise, fulfilling all criteria. The misinformed clues successfully create ambiguity by being true for all options. The fake clues are highly effective at misdirecting players towards the incorrect choices. The overall set of clues offers a good challenge.",15,15,100%,16.2
9,Sports,2,Basketball,"Basketball, Football, Volleyball",5,"The clues are highly specific to basketball, using descriptive language that accurately captures the essence of the sport without revealing the answer directly. They focus on the mechanics, objective, and general feel of the game.",3,"These clues are factually true for all three sports (basketball, football, volleyball) as they all involve teams, advancing an object, scoring, physical activity, and skill. They create genuine ambiguity as they don't contain details unique to any one sport.",5,"The 'fake' clues are expertly crafted to describe football and volleyball, making them highly plausible distractions. They avoid any mention of basketball elements.",,3,"The 'informed' clues are strong enough to point to basketball, but the 'misinformed' clues offer sufficient overlap and the 'fake' clues provide plausible alternatives, creating a moderate level of difficulty.",A well-constructed set of clues. The informed clues are precise and descriptive. The misinformed clues successfully create ambiguity by highlighting shared characteristics of the sports. The fake clues are excellent misdirections towards the incorrect options.,15,15,100%,16.4
10,Sports,1,Athletics,"Aquatics, Gymnastics, Athletics",5,"Clues are highly specific to Athletics, using descriptive language without using the answer word or direct synonyms. They highlight key aspects like running, jumping, throwing, speed, strength, endurance, ancient history, and major sporting event presence. No answer contamination found.",3,"The misinformed clues are true for all choices. 'Physical exertion and competition, testing human capabilities and endurance' applies to all three. 'Achieve the best results in events that test their skills' also applies to all. The ambiguity is genuine as all sports involve these core elements, preventing easy elimination.",5,"The fake clues are excellent at misdirecting. The first describes Gymnastics ('routines showcasing flexibility, balance, and grace'). The second describes Aquatics ('compete in a pool, demonstrating skills in various strokes'). The third describes weightlifting or similar sports associated with Athletics but could also apply to other sports, but the first two are very strong misdirections.",,3,"The informed clues are very strong, making the correct answer clear if one understands the nuances. However, the misinformed clues provide enough shared truth to create some initial confusion, and the fake clues are well-crafted to pull attention away. This creates a balanced difficulty.","The informed clues are precise and well-written, avoiding answer contamination. The misinformed clues successfully identify a common intersection of the choices without being too vague. The fake clues are highly effective at misdirecting towards the incorrect options. The overall set provides a good challenge.",15,15,100%,16.1
10,Sports,2,Marathon,"Sprints, Marathon, Race Walking",5,"All clues are highly specific to the concept of a marathon, using descriptive language that avoids the answer word and its direct synonyms. They focus on endurance, distance, pacing, training, and the mental/physical challenges inherent to a marathon.",3,"These clues are true for all three choices (Sprints, Marathon, Race Walking) because they all involve physical activities where athletes compete to achieve the best results by pushing their bodies. They create ambiguity by being general enough to apply to any athletic competition.",4,"The fake clues are designed to strongly point towards 'Sprints' and 'Race Walking' without mentioning 'Marathon'. The first clue about 'short bursts of speed' and 'explosive power' clearly targets Sprints. The second clue about 'speed, technique, and style' and 'judged on performance and form' could apply to Race Walking or Sprints. The third clue about 'precision and control' and 'specific techniques' also leans towards Race Walking, while still being somewhat applicable to Sprints. They effectively misdirect away from the correct answer.",,3,"The informed clues are very strong and specific, making the correct answer obvious once analyzed. The misinformed clues are factually correct for all options but not so specific as to be immediately dismissible. The fake clues are well-crafted to mislead towards incorrect options. The combination creates a moderate challenge.","The informed clues are excellent, providing clear and distinct descriptions of a marathon without using forbidden words. The misinformed clues successfully identify a shared characteristic across all options, creating genuine ambiguity. The fake clues are effective in misdirecting towards the incorrect choices, particularly Sprints and Race Walking.",15,15,100%,16.1
