test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Places,1,Continent,"Country, Continent, Region",4,The clues are generally good and descriptive of 'Continent'. They avoid direct synonyms but do use words like 'landmasses' and 'geographic division' which are very close. The clues are distinct enough and avoid answer contamination.,3,"The misinformed clues are factually true for all options (Country, Continent, Region). They are quite general ('territories on Earth with a population, government, and defined borders' and 'geographic areas that are home to people, animals, and plants'). This creates productive ambiguity as they could apply to any of the choices.",4,"The fake clues strongly point to 'Country' by mentioning 'political entity', 'sovereignty', 'government, laws', and 'national identity'. They are factually true for 'Country' but not for 'Continent' or 'Region', effectively misdirecting away from the correct answer.",,3,"The informed clues are quite specific to 'Continent', making it somewhat easy to identify. However, the misinformed clues are general enough to create some pause, and the fake clues are good at misdirection. This balances out to a moderate difficulty.",The informed clues are well-written and descriptive of 'Continent'. The misinformed clues successfully create ambiguity by being true for all options. The fake clues are effective in misdirecting towards 'Country'. The difficulty is appropriate for a game setting.,15,15,100%,15.9
6,Places,2,Asia,"Africa, Asia, Europe",5,"The clues are specific and descriptive, clearly pointing to Asia without using any forbidden words. They highlight population, historical sites, trade influence, climate diversity, and ancient civilizations.",1,These clues are far too general and do not meet the criteria of being factually true for ALL incorrect answers (Africa and Europe). They are not ambiguous enough to be effective misinformed clues.,5,"These clues are excellent for misdirection. The first points strongly to Africa (lions, elephants, savannahs), and the second points strongly to Europe (Roman, Greek empires). They effectively steer players away from Asia.",,3,"The informed clues are strong enough to guide towards the correct answer, while the fake clues provide good misdirection. The misinformed clues are too weak to significantly impact difficulty.",The informed and fake clues are well-crafted and serve their intended purposes effectively. The misinformed clues need significant revision to meet the game's criteria.,14,14,100%,16.4
7,Places,1,State,"State, City, District",4,"The clues are descriptive and avoid answer words. They capture the essence of a 'State' as a political and geographical entity with its own governance, differentiating it from a city or district. Some clues could be slightly more distinct in their focus.",3,"These clues are factually true for State, City, and District, creating ambiguity. They focus on the shared characteristic of being populated areas with infrastructure. The ambiguity is productive but could be slightly more nuanced to avoid being too generic.",5,"These clues strongly point towards 'City' by mentioning bustling areas, buildings, businesses, skyscrapers, and public transportation, effectively misdirecting away from 'State'. They are plausible descriptions of a city and completely unrelated to the core definition of a state.",,3,"The informed clues are good, and the fake clues are effective misdirection. The misinformed clues are appropriately ambiguous. This combination should provide a balanced challenge.","The set of clues effectively targets 'State' with informed and fake clues. The misinformed clues are general enough to apply to all options, creating the intended ambiguity. The fake clues are particularly strong in their misdirection towards 'City'.",15,15,100%,15.8
7,Places,2,Victoria,"Victoria, New South Wales, Queensland",4,"The clues are descriptive and specific to Victoria. There is some overlap in the general themes (culture, economy, landmarks) but they are generally well-differentiated by the specific examples or emphasis.",1,"These clues are not factually true for all choices. For example, 'This place is located in a country that is known for its unique wildlife and beautiful landscapes' is true for Australia as a whole, but not necessarily specific enough to be true for all Australian states. The second clue is also too general and doesn't hold true for all incorrect options.",5,"These clues are highly effective at misdirecting to other Australian states. 'Tropical climate, lush rainforests, and beautiful beaches' strongly points to Queensland, and 'outback, with vast deserts, unique wildlife, and Indigenous culture' strongly points to New South Wales or other more arid parts of Australia.",,4,"The informed clues are strong enough to point to Victoria, but the highly effective fake clues create significant misdirection, making it challenging. The misinformed clues are weak and don't contribute to difficulty.","The informed clues are good, but the fake clues are exceptionally strong and effectively misdirect the player. The misinformed clues are poorly constructed and fail to meet the criteria for ambiguity.",15,15,100%,16.1
8,Places,1,City,"State, City, District",5,"The clues are highly specific to 'City' without using the word itself or direct synonyms. They describe key characteristics like density, infrastructure, culture, and economic activity that are strongly indicative of a city. The clues avoid any overlap with 'State' or 'District'.",1,"These clues are too vague and overly general. While factually true for 'City', they are also equally true for 'State' and 'District' in a very broad sense, offering almost no distinguishing information. The ambiguity is not productive; it's simply a lack of distinguishing features. For example, 'large population, with many different people living in close proximity together' is true for all three in varying degrees. 'Wide variety of public services' is also applicable to all.",5,"These clues are excellent at misdirection. 'Distinct borders, often governed by a specific set of laws and regulations' strongly points to 'State' or 'District' and away from 'City' (as cities are often within states/districts with their own governance). 'Less populated than other areas, offering more open spaces' clearly targets 'District' or potentially a rural 'State' and is the opposite of 'City'.",,3,"The informed clues are strong, but the misinformed clues are too weak, making it easier to deduce the answer. The fake clues are effective at misdirection, which adds some difficulty, but the overall balance leans towards easier due to the poor misinformed clues.","The informed and fake clues are well-crafted and serve their intended purposes effectively. However, the misinformed clues fail to create productive ambiguity, being too general and not truly shared by all options. This significantly lowers the overall quality of the misinformed section and the game's difficulty.",15,15,100%,16.0
8,Places,2,Hanoi,"Hanoi, Canberra, Washington, D.C.",4,"Clues are quite specific to Hanoi, using descriptive language that avoids direct answer words. They cover various aspects like culture, architecture, food, and history, providing a good profile. Minor improvement could be made by ensuring even more distinct angles, but overall strong.",2,"The misinformed clues are too generic. While factually true for Hanoi, they are also very likely true for Washington D.C. and potentially Canberra to some extent, but lack the specificity to create productive ambiguity. They don't strongly point to incorrect answers without also strongly pointing to the correct one.",5,"These clues are excellent misdirection. The first strongly suggests Washington D.C. ('iconic monuments and memorial buildings, celebrating past leaders and events'). The second strongly suggests Canberra ('planned city, with a design that emphasizes order and the importance of nature and parks'). They are plausible but completely unrelated to Hanoi.",,3,"The informed clues are strong enough to lead to the correct answer for someone familiar with the locations. The fake clues provide significant misdirection, making the game challenging. The misinformed clues are weak, which slightly lowers the overall difficulty of creating confusion.","The informed and fake clues are well-crafted, providing good information for the correct answer and strong misdirection to incorrect ones, respectively. The misinformed clues could be improved to create more effective ambiguity. The overall balance is good for a moderate difficulty game.",15,15,100%,16.9
9,Places,1,Commercial,"Commercial, Industrial, Residential",5,"All clues are highly specific and descriptive of commercial areas without using the answer word or its direct synonyms. They cover various aspects like types of establishments, purpose, and customer interaction.",1,"These clues are too vague and do not meet the criteria of being true for ALL incorrect answers. For example, 'encounter other people and engage in activities' is very weakly true for Industrial and Residential areas compared to Commercial. They are not productively ambiguous and fail the core requirement of shared truth across all options.",5,"These clues are excellent. They directly and accurately describe 'Industrial' and 'Residential' zones, providing strong misdirection away from 'Commercial' without any overlap.",,2,"The informed clues are very strong and specific, making the correct answer quite clear. The fake clues are also very distinct. The misinformed clues are too weak to provide any real confusion, lowering the overall difficulty.","The informed and fake clues are well-crafted and adhere to the rules. The misinformed clues fail to meet the essential criteria of being true for all incorrect options, making them ineffective. This leads to a lower overall difficulty.",14,14,100%,17.1
9,Places,2,Chadstone,"Chadstone, West Edmonton Mall, The Dubai Mall",5,"Clues are specific and accurately describe Chadstone without using direct answer words. They highlight its size, location, retail offerings, and status as a major destination.",3,"The misinformed clues are factually true for all three options (shopping malls are popular gathering spots and visited by many people). They create ambiguity but are quite general, not specifically productive for this set of choices.",5,"These clues are highly effective at misdirecting to the incorrect answers. The first clue strongly points to West Edmonton Mall (ski slope, amusement park) and the second to The Dubai Mall (grand architecture, city skyline views). They are completely unrelated to Chadstone.",,3,"The informed clues are strong enough to point to the correct answer, but the presence of effective fake clues that strongly point to incorrect answers, combined with general misinformed clues, creates a balanced challenge.","The informed clues are excellent, providing specific details about Chadstone. The fake clues are very strong and effectively misdirect to the incorrect options. The misinformed clues are factually correct for all options but lack specific productive ambiguity for this particular set.",14,14,100%,16.9
10,Places,1,Historical Site,"Natural Feature, Urban Landmark, Historical Site",5,"The clues are highly specific to 'Historical Site' without using direct keywords. They focus on tangible links to the past, preservation, educational aspects, and significant events, which are defining characteristics of historical sites. The clues offer distinct angles on the concept.",2,"The misinformed clues are too vague and do not create sufficient ambiguity. While 'frequented by many people' and 'popular with tourists' can be true for historical sites, they are also very strongly true for Urban Landmarks and to a lesser extent Natural Features. They don't effectively bridge the gap to Natural Feature or Urban Landmark in a way that is equally applicable to all incorrect options. They are more of a weak overlap than strong shared truth.",5,"The fake clues are excellent. 'Formed through geological processes, often displaying unique, awe-inspiring, and naturally beautiful landscapes' is a perfect description for 'Natural Feature'. 'Typically bustling hubs, providing residents with essential daily services and necessary amenities for life' is a very strong description for 'Urban Landmark'. These clues strongly and plausibly point to the incorrect answers while being completely unrelated to 'Historical Site'.",,4,"The informed clues are very strong and specific, making the correct answer relatively easy to deduce for someone familiar with the concepts. However, the fake clues are exceptionally strong and well-crafted, creating significant misdirection towards 'Natural Feature' and 'Urban Landmark'. This strong misdirection, combined with the highly specific informed clues, creates a challenging game where players must carefully weigh the precise nature of the informed clues against the deceptive allure of the fake ones. The misinformed clues are weak, which slightly reduces the overall ambiguity but the strength of the fake clues compensates for this.","The informed clues are excellent, providing precise and varied descriptions of 'Historical Site' without using forbidden terms. The fake clues are outstanding, offering highly plausible and descriptive definitions for 'Natural Feature' and 'Urban Landmark', thereby creating strong misdirection. The misinformed clues are the weakest aspect, being too general and not creating enough shared ambiguity between the correct and incorrect options. Despite the weakness of the misinformed clues, the strength of the informed and fake clues makes for a challenging and well-designed game.",14,14,100%,16.0
10,Places,2,Colosseum,"Colosseum, Stonehenge, Machu Picchu",5,"The clues are highly specific to the Colosseum, using details about its engineering, purpose, and historical context without using any forbidden words. They effectively highlight unique aspects of the Colosseum that would not apply to Stonehenge or Machu Picchu.",1,"These clues are too vague and do not meet the critical requirement of being factually true for ALL incorrect answers. For example, 'cultural significance and beauty' is true for all three, but 'major tourist attraction' is also true for all three. However, the clue about 'cultural significance and beauty' is not specific enough to be useful. The prompt requires that misinformed clues be true for *all* incorrect answers as well as the correct answer, which is extremely difficult to achieve and often leads to overly generic statements. These clues are too generic and don't offer productive ambiguity. They are essentially true for all options but don't provide enough shared context to be useful for misdirection.",5,"These clues are highly effective misdirections. The first clue ('mystical allure, massive stones arranged without mortar or cement') strongly points to Stonehenge. The second clue ('mountaintop citadel, constructed by an ancient civilization high in the Andes Mountains') clearly describes Machu Picchu. Both are plausible descriptions for the incorrect choices and completely unrelated to the Colosseum.",,4,"The informed clues are very strong and point directly to the Colosseum. The fake clues are also very strong misdirections for the incorrect answers. The misinformed clues are weak and don't contribute to the difficulty, but the overall impact of the strong informed and fake clues makes the game challenging but solvable.",The informed and fake clues are excellent and serve their intended purposes very well. The misinformed clues are weak and do not adhere to the strict criteria for productive ambiguity. The game is otherwise well-constructed.,14,14,100%,16.4
