test_run,topic_category,round,answer,choices,informed_quality,informed_notes,misinformed_quality,misinformed_notes,fake_quality,fake_notes,diversity_issues,difficulty,difficulty_reasoning,overall_notes,total_clues,length_compliant_clues,length_compliance_rate,avg_word_count
6,Inventions,1,Navigation,"Household, Scientific, Navigation",5,"Clues are highly specific to navigation, using precise language like 'determining position and direction,' 'travel across unfamiliar terrains,' 'celestial bodies,' 'global positioning,' and 'planning efficient routes.' They avoid any ambiguity and clearly point to the correct answer without using forbidden words or synonyms. The variety of clues covers different aspects of navigation, from historical to modern.",3,"The misinformed clues are true for all three categories. 'This is a field that has greatly impacted the development of technologies and how we experience the world' is true for Household (appliances, smart homes), Scientific (tools, research methods), and Navigation (GPS, charting). 'Humans have been using this for a long time to make life easier and solve complex problems' is also true for all three. They create ambiguity by being general enough to apply to each.",5,"The fake clues are excellent misdirection. 'This category includes devices designed to simplify domestic chores, improving overall comfort, efficiency, and home life' strongly points to Household. 'This is a branch of knowledge that systematically studies the structure and behavior of the physical world' strongly points to Scientific. 'This is a collection of tools and techniques used to make daily life more manageable and convenient for people' could plausibly point to either Household or Scientific, effectively diverting from Navigation.",,3,"The informed clues are very strong, making the correct answer clear. The misinformed clues are sufficiently ambiguous to cause thought, and the fake clues provide strong, plausible alternatives. This combination offers a moderate challenge.","The informed clues are exceptionally well-crafted, precise, and descriptive without being overly obvious or using forbidden terms. The misinformed clues effectively leverage shared truths across all categories to create genuine ambiguity. The fake clues are strong misdirectors, plausibly pointing to the incorrect answers. The difficulty is well-balanced.",15,15,100%,17.1
6,Inventions,2,GPS,"GPS, Compass, Map",5,"The clues are highly specific and descriptive, using precise language that clearly points to GPS without using the answer word or its direct synonyms. They focus on the technical aspects like satellites, global coverage, and precision, which are unique to GPS among the choices.",3,"The misinformed clues are factually true for all options (GPS, Compass, Map). They are general statements about navigation and finding one's way. 'This technology has revolutionized navigation and is widely used across different sectors and industries globally and universally.' is true for all. 'It is a tool used by many people every day to find their way around and locate things easily.' is also true for all. The ambiguity is genuine, as all three tools serve the purpose of navigation and location, making it difficult to distinguish based on these clues alone.",5,"The fake clues are excellent. The first two strongly and plausibly describe a Compass ('magnetic instrument', 'rotating dial and a fixed needle', 'show direction', 'wilderness scenarios'). The third clue perfectly describes a Map ('graphic representation of an area', 'features like roads and landmarks', 'help travel'). They are completely unrelated to GPS and steer the player directly towards the incorrect choices.",,3,"The informed clues are strong, but the misinformed clues provide a good level of ambiguity. The fake clues are highly effective at misdirection. This combination creates a balanced challenge.",The set of clues is well-constructed. The informed clues are precise and avoid answer contamination. The misinformed clues are factually accurate for all options and create genuine ambiguity. The fake clues are highly deceptive and effectively target the incorrect choices. The difficulty level is appropriate.,15,15,100%,16.7
7,Inventions,1,Physics,"Physics, Chemistry, Biology",5,"Clues are highly specific to Physics, using precise language like 'fundamental laws governing the universe', 'energy, matter, and their interactions', 'smallest particles to the largest galaxies', and 'foundation for many technologies'. They effectively avoid any overlap with Chemistry or Biology and do not use synonyms or variations of the answer word.",3,"The clues 'This is a field of study that uses observation and experimentation to understand the natural world.' and 'This field of study involves the systematic study of the natural world through observation and experimentation.' are factually true for Physics, Chemistry, and Biology. They create genuine ambiguity by describing the common scientific method shared by all three disciplines, making it difficult to distinguish between them based solely on these clues.",5,"The 'FAKE' clues are excellent misdirections. 'This scientific discipline focuses on the study of life and living organisms...' strongly points to Biology. 'This field of science deals with the composition, structure, properties, and reactions of matter and substances.' strongly points to Chemistry. Both are unrelated to Physics and designed to pull players towards incorrect answers.",,3,"The informed clues are very strong, making the correct answer clear for those familiar with scientific disciplines. The misinformed clues create some initial confusion, but the fake clues are highly deceptive. The difficulty is balanced by the quality of the clues.","The informed clues are exceptionally well-crafted and specific to Physics. The misinformed clues effectively capture the shared essence of scientific study, creating ambiguity. The fake clues are strong distractors, specifically targeting Chemistry and Biology. The overall set provides a good challenge.",15,15,100%,16.2
7,Inventions,2,Quantum Theory,"Laws of Motion and Gravity, Quantum Theory, Theory of Relativity",5,"Clues are precise, descriptive, and avoid answer contamination. They clearly point to Quantum Theory without ambiguity. Examples: 'behavior of matter and energy at the atomic and subatomic levels', 'superposition and entanglement', 'uncertainty principle', 'probabilistic nature of the universe at its smallest scales', 'wave-particle duality and quantization', 'discrete packets of energy'.",3,"The misinformed clues are true for all choices to some extent, fulfilling the intersection requirement. 'This theory has drastically changed our understanding of the universe and the fundamental components that form it all.' is true for Relativity, Quantum Theory, and Laws of Motion. 'This has had a profound impact on science, influencing technologies and changing our way of thinking.' is also true for all. They create some ambiguity, as all are foundational scientific theories with significant impact.",5,"The fake clues are highly effective at misdirecting to 'Laws of Motion and Gravity' and 'Theory of Relativity'. 'This theory describes how massive objects warp spacetime, affecting gravity and the motion of objects.' directly points to Relativity. 'This explains how objects move and interact under the influence of forces, including gravity and inertia.' and 'It explains how objects move and interact under the influence of gravity, from falling apples to orbiting planets.' strongly point to Laws of Motion and Gravity. They completely avoid Quantum Theory.",,4,"The difficulty is high due to the strong fake clues that effectively misdirect. The informed clues are clear, but the misinformed clues are sufficiently ambiguous and the fake clues are very targeted, requiring careful consideration to differentiate.","This is a well-constructed set of clues. The informed clues are excellent and specific to Quantum Theory. The fake clues are expertly crafted to target the incorrect options, particularly 'Laws of Motion and Gravity' and 'Theory of Relativity'. The misinformed clues fulfill the intersection criteria, though their ambiguity could be slightly enhanced. The overall difficulty is appropriately high.",15,15,100%,16.4
8,Inventions,1,Tool,"Tool, Instrument, Device",4,"The informed clues are generally good, using descriptive language without directly naming 'tool'. They focus on function, purpose, and user extension. There's a slight risk of 'answer contamination' with 'manipulate materials' and 'apply force', which are very close to the core function of a tool, but not explicitly the word itself. The score is high because they strongly point to 'Tool' without being too obvious or using forbidden words.",3,"These clues are factually true for all three options (Tool, Instrument, Device) and create genuine ambiguity. They focus on the general human-made nature and purpose of solving practical needs or improving lives. This is the target for misinformed clues, successfully blurring the lines between the choices by highlighting their shared characteristics without providing distinguishing details.",5,"The fake clues are excellent. Each one very strongly and plausibly describes one of the incorrect choices (Instrument, Device) while being completely unrelated to the correct answer 'Tool'. They are specific enough to be convincing for their intended targets but do not overlap with 'Tool' at all.",,3,"The informed clues are specific enough to guide towards the correct answer, but the misinformed clues provide enough overlap to create genuine confusion. The fake clues are strong distractors. This balance makes for a moderately challenging game.","The informed clues effectively describe 'Tool' using paraphrasing. The misinformed clues successfully identify the intersection of 'Tool', 'Instrument', and 'Device'. The fake clues are strong distractors for 'Instrument' and 'Device'. Overall, a well-balanced set of clues.",15,15,100%,16.6
8,Inventions,2,Hammer,"Hammer, Screwdriver, Wrench",5,The clues are highly specific to the 'Hammer' and use descriptive language that avoids the answer word and its direct synonyms. They effectively highlight the core functions and common uses of a hammer without being overly technical or ambiguous. The variety of descriptions covers different aspects of its utility.,3,"These clues are factually true for all three options (Hammer, Screwdriver, Wrench) as they all assist in completing tasks and apply force. They create genuine ambiguity by focusing on the general concept of a tool aiding action. However, they are not particularly insightful or thematically deep, landing them in the middle of the scoring range.",5,"These clues are excellent examples of fake clues. The first perfectly describes a Screwdriver, the second a Wrench, and the third a Measuring Tape (though not an option, it's a good example of a fake clue for a different tool). They are specific, plausible, and completely unrelated to the correct answer, Hammer.",,3,"The informed clues are strong, making the correct answer identifiable. The misinformed clues provide a reasonable level of distraction, and the fake clues are effective at misdirecting. This combination creates a balanced challenge.","The informed clues are exceptionally well-crafted, precisely describing the target without contamination. The misinformed clues are functionally adequate, providing the necessary broad truth for all options. The fake clues are a strong point, offering highly plausible but incorrect descriptions for the other choices.",15,15,100%,16.7
9,Inventions,1,Weapon,"Weapon, Armor, Siege Equipment",5,All clues are highly specific to 'Weapon' and use descriptive language without using the answer word or synonyms. They effectively highlight the core function and historical significance of weapons.,3,"These clues are factually true for all three options (Weapon, Armor, Siege Equipment) as they all are 'tangible items crafted and used by people to achieve a specific objective or goal.' This creates genuine ambiguity.",5,The 'Fake' clues are highly effective at misdirecting to 'Armor' and 'Siege Equipment' by using precise descriptions that are clearly not applicable to 'Weapon'.,,3,"The informed clues are very strong, making 'Weapon' quite clear. However, the misinformed clues create a good level of initial confusion, and the fake clues are well-crafted to pull players towards incorrect answers, balancing the difficulty.",A well-balanced set of clues. The informed clues are excellent and specific. The misinformed clues successfully identify a shared characteristic among all options. The fake clues are highly deceptive and effectively target the incorrect answers.,15,15,100%,16.8
9,Inventions,2,Gun,"Gun, Arrow, Sword",4,"The clues are quite descriptive and accurately point to 'Gun'. They avoid using the word 'gun' or obvious synonyms, focusing on its mechanics, historical impact, and principles. There is a good range of detail without being overly technical or revealing.",3,"These clues are true for all options: Gun, Arrow, and Sword. They are general enough to apply to any tool or weapon created by humans for a purpose. They create ambiguity because they don't offer specific details that would distinguish one choice over the others, thus fulfilling the criteria for misinformed clues.",4,"The fake clues are very effective at misdirecting. The first clue perfectly describes a Sword. The second clue accurately describes an Arrow. The third clue, while slightly less precise for a 'catapult' (which might be what it's hinting at), is clearly designed to point away from 'Gun' and towards a projectile weapon from a different era or context. They do not hint at the correct answer at all.",,3,"The informed clues provide enough specific details to strongly suggest 'Gun' for someone familiar with the concept. However, the misinformed clues are well-crafted to create a plausible alternative interpretation, requiring careful consideration of the nuances. This strikes a good balance for a game like Disinformer.",The informed clues are well-written and specific without revealing the answer. The misinformed clues effectively create ambiguity by identifying common traits across all options. The fake clues are highly deceptive and target specific incorrect answers accurately. The difficulty level is appropriate for the game.,15,15,100%,16.8
10,Inventions,1,Instrument,"Tool, Instrument, Device",4,"The clues are good at describing musical instruments without using the word 'instrument' or direct synonyms. They focus on the function, creation, and use of instruments in a musical context. Some clues could be slightly more precise to avoid any overlap with 'tool' or 'device' in a very broad sense, but overall they are strong.",3,"These clues are true for all options ('Tool', 'Instrument', 'Device') as they are all manufactured objects with specific functions. They create ambiguity because 'instrument' can also be considered a type of 'tool' or 'device' in certain contexts. The clues are factually accurate for all and don't inherently point to one over the others, fulfilling the intersection requirement.",5,"These clues are excellent at misdirecting towards 'Tool' and 'Device'. They use terms like 'mechanical advantage', 'cutting', 'fastening', 'utility', 'manufacturing', and 'design' which strongly align with the common understanding of tools and devices, while being completely irrelevant to musical instruments.",,3,"The informed clues are specific enough to point towards 'Instrument' but require some deduction. The misinformed clues create good ambiguity, and the fake clues are highly deceptive, making it a moderately challenging puzzle.","The informed clues effectively describe musical instruments. The misinformed clues successfully capture the intersection of all choices, creating genuine ambiguity. The fake clues are highly effective in misdirecting towards the incorrect options, particularly 'Tool' and 'Device'.",15,15,100%,16.5
10,Inventions,2,Piano,"Piano, Violin, Drums",4,"The clues are highly descriptive and accurately point to the piano without using its name or obvious synonyms. They focus on mechanical action, sound production, and common contexts. There is no answer contamination.",3,"These clues are true for all three instruments (piano, violin, drums) as they all produce sound, are designed to create music, and are used in various genres. They create genuine ambiguity, as these are fundamental truths about musical instruments in general, but don't offer specific distinguishing features.",5,"These clues are highly effective at misdirecting to the violin ('bow to vibrate strings') and drums ('strikes the instrument's surface with sticks' and 'strikes the instrument, creating a rhythmic and percussive sound'). They are specific to the incorrect choices and completely avoid any connection to the piano.",,3,"The informed clues are specific enough to narrow down the options, but the misinformed clues provide a good layer of general truth that could lead to confusion if not carefully considered against the informed clues. The fake clues are very strong misdirectors.",This is a well-constructed set of clues. The informed clues are strong and avoid answer contamination. The misinformed clues effectively capture the intersection of all choices. The fake clues are highly deceptive and point strongly to the incorrect answers.,15,15,100%,16.1
